CODGEO,code_departement,P10_POP1564,P10_CHOM1564,P15_POP1564,P15_CHOM1564,P21_POP1564,P21_CHOM1564,taux_chomage_2012,taux_chomage_2017,taux_chomage_2022
49017,49,294.876838877184,19.4662441241007,352.620165877037,34.097679790384,406.081182685663,20.8497589010978,6.6015,9.6698,5.1344
49018,49,6859.44462516227,500.784069899442,6798.30085811125,654.250980858921,6644.86148362437,545.824767601634,7.3007,9.6237,8.2142
49020,49,3520.92749637938,194.290272895277,3394.41206438086,236.928975038721,3467.20290263512,195.942578917881,5.5182,6.98,5.6513
49021,49,4135.96668484366,303.996195975276,4163.35018675098,321.996560169402,4065.56451940835,255.147901892802,7.3501,7.7341,6.2758
49022,49,874.891297745366,38.4339167090662,844.921995462238,45.1926000174851,829.039714726896,46.421372525037,4.393,5.3487,5.5994
49023,49,13826.435888518,716.021710118887,13882.2987859437,978.028667645761,13999.3267516744,739.580293902197,5.1786,7.0451,5.283
49026,49,1710.26301564572,93.6466862541427,1756.02649529893,123.981198419522,1743.89827653683,119.553489029336,5.4756,7.0603,6.8555
49027,49,1204.61304218604,71.0086954804232,1270.2036868203,73.8660318662481,1336.2103501409,59.9362053881358,5.8947,5.8153,4.4855
49028,49,80.1437095175374,6.08686401399018,82.7491744169095,12.7684612796067,78.504347826087,3.18260869565217,7.5949,15.4303,4.0541
49029,49,811.238853030914,35.9630264589966,746.032598274209,54.7651006711409,760.876130602583,70.3910859269796,4.4331,7.3408,9.2513
49030,49,635.0,47.0,610.0,57.0,581.26452420807,44.4588264002173,7.4016,9.3443,7.6486
49035,49,3862.21781064213,218.110110914671,3816.71427112071,238.308305240585,3649.91609050654,154.170814426425,5.6473,6.2438,4.224
49036,49,422.288828337873,25.1362397820163,423.852,43.472,448.052279372502,29.3520242405069,5.9524,10.2564,6.551
49038,49,134.0,6.0,155.0,14.0,150.007902633249,7.99851442778265,4.4776,9.0323,5.3321
49041,49,1214.20741045089,130.125103921668,1148.93761531384,128.74322983274,1156.13107995295,119.079882334462,10.7169,11.2054,10.2999
49045,49,380.237812861434,41.7344955325489,374.710074844513,35.56249912824,392.108416035639,33.2155436119701,10.9759,9.4907,8.471
49048,49,1806.29302895847,64.8159185091001,1817.04346166791,120.544262539925,1906.44858652489,109.986823961264,3.5883,6.6341,5.7692
49050,49,6625.02870518018,336.876537498844,6613.08366875818,431.06035295747,6795.03947400407,358.605489604366,5.0849,6.5183,5.2775
49053,49,190.107255520504,13.2870662460567,205.0,19.0,200.311556501496,5.77785315539616,6.9892,9.2683,2.8844
49054,49,1619.93615831794,138.787213274768,1540.85679296712,180.526478398598,1550.17683858023,145.937665659983,8.5674,11.716,9.4143
49055,49,1369.21348314607,79.8876404494382,1322.24272687799,73.8167607468519,1423.51230070049,64.0116295712186,5.8346,5.5827,4.4967
49056,49,165.355371900827,17.1404958677686,148.214285714286,21.7380952380952,160.478529696499,11.8625172876396,10.3659,14.6667,7.392
49057,49,195.522875816994,14.1830065359478,205.913415068382,15.0906829700849,194.062591756017,7.84292417146353,7.2539,7.3287,4.0414
49058,49,469.006952491309,32.3453070683662,519.194730813286,30.4810996563573,536.087017136815,23.7262393874113,6.8966,5.8708,4.4258
49060,49,2292.85279126395,217.192944820993,2235.47976866497,223.664605105975,2119.11613451556,194.005608801568,9.4726,10.0052,9.155
49061,49,513.943279901357,20.3945745992602,468.141872290382,41.3935547532276,439.680095412984,37.8558336314954,3.9683,8.8421,8.6099
49063,49,3930.32661312566,240.808722401456,3865.49791674854,296.828311581243,3808.90139104847,278.542716727883,6.1269,7.6789,7.3129
49064,49,214.0,14.0,223.0,26.0,225.558506048303,7.0347661030363,6.5421,11.6592,3.1188
49067,49,213.948661258526,15.9946778596638,198.263270637408,12.0379832810867,197.322706390488,10.8611006751202,7.4759,6.0717,5.5042
49068,49,1071.83016688332,67.5833809507816,1121.54623428983,75.4471424062755,1104.97599499875,52.684158608584,6.3054,6.7271,4.7679
49069,49,9564.80078426856,494.076300875407,9928.87963703915,590.047970602074,10396.5847575913,597.143119386384,5.1656,5.9427,5.7436
49070,49,444.0,13.0,446.206799698475,33.4099610322062,416.293310619272,24.2618944809055,2.9279,7.4876,5.8281
49076,49,405.560538116592,31.8654708520179,459.631859850585,23.7736034537131,525.260686733204,19.5491266905333,7.8571,5.1723,3.7218
49080,49,4986.99153912124,389.325820666,5120.29527756606,460.38425531576,5222.4501518852,349.610216895133,7.8068,8.9914,6.6944
49082,49,616.711157455683,28.9395203336809,589.79205990655,35.2278231597438,555.40182115168,31.6484706746815,4.6926,5.9729,5.6983
49086,49,2129.39788162295,116.514801875946,2365.29507912292,166.173794540875,2414.19292464958,87.5053614030326,5.4717,7.0255,3.6246
49089,49,617.71875,17.53125,622.459826378433,39.4135771879797,599.863222352374,37.1368584848399,2.8381,6.3319,6.1909
49090,49,612.270794729971,60.3302296505958,598.157625383828,50.8433981576254,600.762512451785,33.260390265315,9.8535,8.5,5.5364
49092,49,12968.9815177569,606.920043923021,13071.6804107735,878.857748622328,13017.0758908073,662.517108656236,4.6798,6.7234,5.0896
49099,49,34493.4931422479,3148.6830732166,33166.8919883948,4144.35764628922,32525.3851548742,3204.50627870275,9.1283,12.4955,9.8523
49100,49,312.0,20.0,303.0,31.0,293.952927844693,19.9972154403479,6.4103,10.231,6.8029
49102,49,176.914634146341,13.9146341463415,188.75739119092,19.4710330862588,181.685982081306,17.2817181738824,7.8652,10.3154,9.5119
49107,49,281.924705882352,12.1694117647058,316.769822817938,18.8128418611367,286.227093164719,18.2727226197292,4.3165,5.939,6.384
49109,49,877.173725593135,33.184716403527,938.352887195584,63.4664447741402,890.054055804323,39.8402947826733,3.7831,6.7636,4.4762
49110,49,1048.0,66.0,1125.0,82.0,1207.10736163612,88.0604528898711,6.2977,7.2889,7.2952
49112,49,556.926454445664,40.774972557629,524.096424702058,32.5709642470206,541.777238486299,18.7385190222291,7.3214,6.2147,3.4587
49113,49,308.295302013421,20.7606263982102,314.199773334781,25.6076725205499,322.793549768661,28.8582712583462,6.734,8.1501,8.9402
49114,49,103.478527607362,5.12269938650305,90.1842105263158,10.7828947368421,77.2413793103448,8.68965517241379,4.9505,11.9565,11.25
49120,49,922.314775160599,40.05710206995,908.351640513552,64.953637660485,876.114609663477,39.4066707550288,4.3431,7.1507,4.4979
49121,49,272.77559912854,18.7102396514161,286.617829254974,18.0392764183247,285.857203876494,17.3956719682032,6.8592,6.2938,6.0854
49123,49,1115.04403354117,62.0226751231025,1060.74185698999,81.005481286993,1110.81018794117,77.5765703065398,5.5624,7.6367,6.9838
49125,49,6617.39790693894,542.30787952152,6444.12926123378,604.258236444754,6516.25740323725,500.348125223112,8.1952,9.3769,7.6785
49127,49,1971.0,178.0,1931.0,193.0,1914.57943557635,157.377380026433,9.0309,9.9948,8.2199
49129,49,2369.32315747168,112.16289387946,2388.01299276921,180.260997885487,2609.38885083954,199.668262751071,4.734,7.5486,7.6519
49130,49,388.978930307942,24.3111831442463,381.209702660407,23.3990610328638,412.160373308994,20.9952444628449,6.25,6.1381,5.094
49131,49,440.0,37.0,454.0,39.0,455.173966012332,25.7474112396371,8.4091,8.5903,5.6566
49132,49,976.034674221436,58.6284772034362,954.031380682774,73.8010247420152,973.700360488498,61.1163375192645,6.0068,7.7357,6.2767
49135,49,1347.2139880018,47.1346347481997,1383.89724611361,97.5517826967619,1347.30305357318,63.8942979400183,3.4987,7.0491,4.7424
49138,49,1510.0,97.0,1540.0,124.0,1535.59047515268,80.1744512881736,6.4238,8.0519,5.2211
49140,49,1048.04856840917,80.424465817274,1038.42298336424,90.8986381886868,1030.16921122552,62.0614444556501,7.6737,8.7535,6.0244
49155,49,971.731160896128,38.4643584521384,942.368296800403,54.1635075226309,936.040639637667,52.327775522967,3.9583,5.7476,5.5903
49160,49,1753.84471352582,113.095531980912,1750.873274235,185.721838029029,1765.03534573448,143.263556148998,6.4484,10.6074,8.1168
49161,49,201.0,12.0,201.0,17.0,207.535774890772,12.9797739857946,5.9701,8.4577,6.2542
49163,49,1564.36087331166,107.908832378451,1648.1238896071,121.303522288601,1661.90353645339,77.1074490689564,6.898,7.3601,4.6397
49167,49,2694.92481203007,122.381723539618,2738.05446585592,146.009206083774,2681.39505505749,132.48703258667,4.5412,5.3326,4.941
49170,49,512.051058530512,34.3387297633874,513.041362530414,43.4111922141119,484.719006246212,38.6295577185323,6.7061,8.4615,7.9695
49171,49,62.2222222222222,1.94444444444444,68.672131147541,7.73770491803278,76.6386554621849,3.02521008403361,3.125,11.2676,3.9474
49174,49,786.656572520562,56.4403167079177,855.366152010022,70.5597065289751,854.63918054309,54.0003339437616,7.1747,8.2491,6.3185
49176,49,2472.44806050962,181.259124822298,2864.2365598143,218.182868076029,3147.94342615652,221.601544746801,7.3312,7.6175,7.0396
49178,49,507.0,36.0,502.0,49.0,518.734733100601,33.0946876608427,7.1006,9.761,6.3799
49180,49,4053.87883143357,367.561282589152,3981.23117525826,456.816733779084,3840.35023234242,313.373866759361,9.0669,11.4743,8.16
49182,49,512.59751552795,24.9540372670807,508.940972222222,31.5104166666667,535.652837610062,21.7414809828645,4.8682,6.1914,4.0589
49183,49,2657.04710500491,192.665358194308,2839.03385598466,233.709439173863,2981.63023211101,160.017042083899,7.2511,8.232,5.3668
49188,49,562.932004689329,30.2110199296599,529.390334239602,25.5230400935171,527.544041094807,31.4843012161427,5.3667,4.8212,5.9681
49192,49,1998.69082098457,109.92674130852,1957.10428887822,149.193667219229,1887.25820047908,115.178356822575,5.4999,7.6232,6.1029
49193,49,2438.0,151.0,2318.0,195.0,2302.53972699025,134.125543741933,6.1936,8.4124,5.8251
49194,49,3253.8759215707,211.44212235053,3492.04804357001,242.270459779914,3523.28820823429,167.447982418133,6.4982,6.9378,4.7526
49195,49,687.04663212435,17.6165803108808,742.091826531881,41.0323044864937,766.76681301799,36.190789928229,2.5641,5.5293,4.7199
49200,49,3908.49830229103,202.864061395324,4157.3623557385,237.685912935899,4041.78014964584,259.729110262408,5.1903,5.7172,6.4261
49201,49,1383.80260530993,81.8562242894923,1294.07112308542,116.118735254702,1163.95251578258,101.00118254667,5.9153,8.9731,8.6774
49205,49,565.971139954309,43.168012121696,541.301338425443,58.3285807251362,562.85007217794,39.0281437180519,7.6272,10.7756,6.934
49209,49,238.96317831947,16.1188105968988,238.608903333286,17.1204675222381,250.287636359489,20.1596557280157,6.7453,7.1751,8.0546
49211,49,697.026486444781,31.0003332995836,736.59030023571,55.7921337660564,707.308284033578,33.0280978848332,4.4475,7.5744,4.6695
49214,49,4695.97837037327,239.346267352955,4799.10789574897,422.743826740575,4773.80342334252,375.723186252953,5.0968,8.8088,7.8705
49215,49,2436.46046471777,213.972910064585,2370.86038553515,291.557865133441,2170.49495602028,274.091686753419,8.7821,12.2976,12.6281
49216,49,327.693227091633,15.7450199203187,359.591718277732,11.5741790296977,369.279934823876,16.0817809814259,4.8048,3.2187,4.3549
49217,49,456.915789473684,18.6496240601504,478.329768101314,23.0501362665458,505.10296606516,32.0438695115273,4.0816,4.8189,6.344
49218,49,9615.80600999325,516.013757349077,9567.19096138748,656.328864389424,9417.5573095978,488.888788028256,5.3663,6.8602,5.1912
49219,49,286.0,34.0,239.0,22.0,210.123444303475,25.3835864926511,11.8881,9.205,12.0803
49220,49,2084.62239497053,154.700579149894,2122.44252222903,156.658337055173,2158.51131123983,124.391476982024,7.421,7.381,5.7628
49221,49,522.41822173436,43.2832052689354,477.530471919411,53.0903108688305,456.4793759392,40.924929093959,8.2852,11.1177,8.9653
49222,49,1354.0,71.0,1256.0,85.0,1237.90024677734,65.3954683343313,5.2437,6.7675,5.2828
49223,49,3462.36831946029,249.19616359036,3271.506701952,269.072949133639,3513.32171779884,195.344367238393,7.1973,8.2247,5.5601
49224,49,631.0,60.0,619.0,66.0,579.936424290352,49.2340675809355,9.5087,10.6624,8.4896
49228,49,3457.15366806021,344.166989940784,3196.84955168357,375.685046327849,3085.8474258254,302.606181690872,9.9552,11.7517,9.8063
49231,49,912.392587508579,39.751544269046,941.565690946221,57.5629680054458,862.301244933855,48.6102832977167,4.3568,6.1135,5.6373
49235,49,323.642710472279,32.6611909650924,309.997701149425,32.1402298850574,237.303919542291,11.6975957373006,10.0917,10.3679,4.9294
49236,49,82.0,8.0,70.0,11.0,71.4396976944333,4.96074127728274,9.7561,15.7143,6.944
49237,49,95.4037267080745,10.9316770186335,96.6834532374102,8.6906474820144,76.4042553191489,2.82978723404255,11.4583,8.9888,3.7037
49240,49,605.537815126052,26.3277310924371,653.178848653664,46.7139083314437,617.428586983464,30.1754855968013,4.3478,7.1518,4.8873
49241,49,1462.5857530504,82.6413371037185,1479.99669255106,96.151855047455,1621.77297324871,71.2133089447291,5.6504,6.4968,4.3911
49244,49,10815.4785134209,587.906118695926,10834.0779815995,776.521508787764,10685.5099257573,677.018447076536,5.4358,7.1674,6.3359
49246,49,7382.96085562182,453.818200579187,7456.98676231618,686.590999114291,7466.25292478052,639.014370984991,6.1468,9.2074,8.5587
49247,49,1466.55326520907,44.2749839497909,1503.52114816415,113.505534384789,1496.49087804505,91.3530621585288,3.019,7.5493,6.1045
49248,49,5244.7843342018,383.909380668071,5245.11661621866,585.647583466188,5110.61920179273,405.895366428898,7.3198,11.1656,7.9422
49253,49,747.746158788539,58.1482690551151,714.761106454314,83.556580050293,644.674544373508,45.3552368542972,7.7765,11.6901,7.0354
49257,49,635.035971223022,38.879753340185,612.846918489066,50.493041749503,614.980740768557,33.7893017054654,6.1224,8.2391,5.4944
49259,49,1338.0,114.0,1339.0,97.0,1327.4965970555,54.0670315075817,8.5202,7.2442,4.0729
49260,49,1172.25942374493,54.9999846858172,1176.1523365305,77.4774009545627,1255.70269927308,79.065116022482,4.6918,6.5874,6.2965
49261,49,4905.08383731217,431.613248725429,4925.25181860652,475.47409314654,4739.46165650186,409.330684261621,8.7993,9.6538,8.6366
49262,49,429.741605839416,18.9445255474453,407.650602409637,22.1987951807228,367.218933875441,12.9577168591257,4.4084,5.4455,3.5286
49266,49,642.44209521749,22.3286932935895,752.934285885404,43.5124965916045,784.794306620135,38.5745283883119,3.4756,5.7791,4.9152
49267,49,5667.1881636618,419.504562121485,5712.33382754737,582.230951655936,5487.37692261214,510.460080140676,7.4023,10.1925,9.3024
49269,49,1775.50287686996,82.5347142309166,1689.72921960073,86.3085299455535,1733.89956338385,70.0692506089739,4.6485,5.1078,4.0411
49271,49,1280.97699890471,54.4205914567359,1406.30417422341,82.7244435347078,1324.63896838076,70.3845400364924,4.2484,5.8824,5.3135
49272,49,712.999171813179,52.00032227199,672.111062039328,53.5770242761719,641.264395438432,47.3459571366399,7.2932,7.9715,7.3832
49278,49,2645.53183373415,115.664946036266,2194.99549689676,140.061619521387,2125.39039716443,159.147132056086,4.3721,6.381,7.4879
49283,49,2132.48819628215,76.7151032167635,2164.68102543804,144.259029175355,2181.512777638,137.588512138487,3.5974,6.6642,6.307
49284,49,892.0912208125,23.292278641311,888.030285674725,70.3256351701756,860.775661333614,51.4196947137228,2.611,7.9193,5.9736
49288,49,161.021186440678,3.03813559322034,152.262711864407,9.57627118644068,152.371162026962,14.7500322382885,1.8868,6.2893,9.6803
49291,49,269.67,19.19,254.168331964746,23.2861927896839,231.302806570009,22.1485298953022,7.1161,9.1617,9.5756
49292,49,1909.93371059014,112.44219886823,2046.86903799515,133.922392886015,2097.05536111151,123.731814539708,5.8872,6.5428,5.9003
49294,49,1630.48878394333,90.4746162927981,1645.28104115371,99.4906788603587,1793.46399198242,86.6478772372194,5.5489,6.047,4.8313
49298,49,2178.69642019424,100.057166355027,2292.65379637953,136.898938015426,2381.29124291753,122.421661945002,4.5925,5.9712,5.141
49299,49,1708.0,90.0,1748.0,82.0,1811.84691852386,85.1906983893943,5.2693,4.6911,4.7019
49301,49,14872.2771958257,750.39142735297,15762.4762614244,996.229126356194,15958.3648453545,847.908833082361,5.0456,6.3203,5.3133
49302,49,266.780158145768,21.0329746937463,258.0,32.0,265.300139881222,12.9476209292228,7.884,12.4031,4.8804
49306,49,1071.20694159114,58.9063991152354,1040.50776583035,70.8303464755078,1043.49843489039,48.8925432952469,5.4991,6.8073,4.6854
49307,49,9672.67612122742,519.375172016104,9791.17159270171,683.123295954407,9947.70446324138,504.222104228906,5.3695,6.9769,5.0687
49308,49,1424.96222008302,52.2235920157974,1343.25292237968,72.0092556920191,1372.47652215535,65.9510073590463,3.6649,5.3608,4.8053
49310,49,374.0,28.0,355.0,35.0,369.757546155052,26.9162143301581,7.4866,9.8592,7.2794
49311,49,821.513962859383,50.467232403955,809.271939765414,58.0312391934432,794.637170246195,44.3398739933029,6.1432,7.1708,5.5799
49323,49,4629.21287569034,255.110967744323,4476.46746154495,348.486871594719,4817.58219139483,282.50083445056,5.5109,7.7849,5.864
49326,49,563.689864573202,12.014861572858,567.347173455345,26.9803242132212,569.298577664849,23.5003631885959,2.1315,4.7555,4.128
49328,49,16436.4115444613,1844.80554019961,16376.7804817446,2342.11339471035,15216.9756901978,1711.3373129606,11.2239,14.3014,11.2462
49329,49,822.0,37.0,806.0,68.0,817.463353995761,47.4063292844886,4.5012,8.4367,5.7992
49330,49,630.0,35.0,723.0,35.0,717.873322274828,30.9026554269253,5.5556,4.8409,4.3048
49331,49,10536.5295159757,723.409988367559,10452.5254223323,907.394589075794,10502.7330173881,755.725628682408,6.8657,8.6811,7.1955
49332,49,2503.0,120.0,2466.0,165.0,2403.72415886878,112.134450807834,4.7942,6.691,4.665
49333,49,1789.0,118.0,1834.0,145.0,1783.5172966219,136.208068145691,6.5959,7.9062,7.637
49334,49,197.496666666666,20.9633333333333,197.234042553192,25.3586626139818,219.997385280749,14.854343063257,10.6145,12.8571,6.7521
49336,49,520.845499302913,15.5953755188835,498.105334560984,35.6134625134745,486.230841806792,23.8043928886067,2.9942,7.1498,4.8957
49338,49,800.307692307692,35.3671328671329,881.410433776361,69.9417171613778,845.2865463861,41.6579745363817,4.4192,7.9352,4.9283
49339,49,915.0,51.0,920.0,63.0,946.914751423007,58.1194473966869,5.5738,6.8478,6.1378
49341,49,485.396887159533,32.2295719844358,470.310526315789,52.8210526315789,427.611926086612,27.7305940176708,6.6398,11.2311,6.485
49343,49,1882.81372635766,74.1632808506579,1822.27310521266,99.7166613367445,1850.55803483355,70.4222105461908,3.939,5.4721,3.8055
49344,49,749.201535508641,36.0403071017276,775.060032386262,39.9346864763961,784.744765859451,44.9319899595025,4.8105,5.1525,5.7257
49345,49,3320.07033400172,177.880270031261,3448.50341073963,215.994451700317,3516.405323983,142.179301641928,5.3577,6.2634,4.0433
49347,49,2605.58725308731,157.645002460689,2550.17701935087,173.649276037313,2638.52283842153,149.289160556067,6.0503,6.8093,5.6581
49352,49,738.0,31.0,818.0,57.0,813.034354376138,37.0749347074939,4.2005,6.9682,4.5601
49353,49,7914.02098470864,836.445513672218,8977.10329692501,1117.56785418403,9658.22714600916,946.209885628741,10.5692,12.4491,9.7969
49355,49,1778.90023489205,81.4533177084544,1745.10767946315,108.391781333115,1824.29971221222,83.6268384451319,4.5789,6.2112,4.5841
49358,49,338.220149253732,32.5615671641792,359.117475462515,34.6380506556927,341.874392351159,39.3976049297726,9.6273,9.6453,11.524
49359,49,355.886314911108,23.4621049703695,363.878523043795,25.1190435160797,366.491394449875,19.4097525467854,6.5926,6.9031,5.2961
49361,49,1155.26546967773,85.2858333660802,1062.33567721188,93.8141687545416,1033.57604404402,83.5448336102704,7.3824,8.8309,8.0831
49362,49,723.40001416364,55.7223165077392,682.878779770183,61.3499767113753,688.749725084635,32.5012047901108,7.7028,8.984,4.7189
49364,49,777.923308816406,40.7309222790588,732.132222453996,61.6521268045488,683.570257093097,27.8587384201161,5.2359,8.4209,4.0755
49367,49,3339.94300503093,193.913786186217,3490.39830490276,240.433671798174,3543.20267632619,227.139750126559,5.8059,6.8884,6.4106
49368,49,1186.0,113.0,1155.0,127.0,1111.05242902726,106.575249640341,9.5278,10.9957,9.5923
49369,49,697.040797994029,57.8060057533749,704.411914516635,68.8651014626634,673.853884316974,57.856028412914,8.2931,9.7763,8.5858
49370,49,275.575620767494,13.7787810383747,311.694560669456,24.581589958159,287.712615791196,6.14957711248094,5.0,7.8864,2.1374
49371,49,1068.34555624612,45.6991920447485,1089.25218404193,70.9097262667443,1094.01111080024,68.7677386764844,4.2776,6.5099,6.2858
49373,49,4616.38231749957,338.605083318151,4490.23905303322,358.249434520918,4436.9202553847,274.505667284118,7.3349,7.9784,6.1869
49374,49,900.491323344289,60.1607259671611,911.411957704473,63.9318597395503,844.768698435053,73.2648311039999,6.6809,7.0146,8.6728
49377,49,3470.30258242139,130.634366847053,3396.85456010967,203.52536670556,3446.9196035905,152.384981816981,3.7644,5.9916,4.4209
49378,49,1508.68429357884,90.9027083782128,1572.70691866368,152.918846581059,1480.1027093859,110.549521404682,6.0253,9.7233,7.469
49381,49,1129.55113636364,43.7573863636365,1122.18900211097,69.2740481444584,1073.89443628117,62.3694067443955,3.8739,6.1731,5.8078
53001,53,1158.0,45.0,1102.0,49.0,1144.82667001187,46.4344268913714,3.886,4.4465,4.056
53002,53,301.129603443156,14.159699221465,329.90424991828,17.2048936703692,343.255120953129,11.7502942012813,4.7022,5.2151,3.4232
53003,53,1578.64356576973,59.1847439574344,1578.36327687987,94.0672035537287,1441.95017110042,81.3648386937325,3.7491,5.9598,5.6427
53005,53,1338.35818390898,60.0174941007384,1337.70100832968,69.7238053485313,1379.27805010192,42.1969819515781,4.4844,5.2122,3.0594
53007,53,1741.0,74.0,1757.0,96.0,1758.54797052903,78.9792101189716,4.2504,5.4639,4.4912
53008,53,1154.31549606672,56.0640136946966,1096.4291370328,50.1490248569646,1054.14794766797,34.5491361189624,4.8569,4.5739,3.2774
53009,53,398.0,18.0,407.0,23.0,412.169084938654,18.9507251757567,4.5226,5.6511,4.5978
53010,53,263.591619694789,21.6368431000932,280.333333333333,24.1666666666667,290.295599151348,12.6687568956244,8.2085,8.6207,4.3641
53011,53,519.0,34.0,545.0,42.0,572.954688771633,39.2999210899798,6.5511,7.7064,6.8592
53012,53,323.0,12.0,300.0,15.0,282.832871423334,14.0018850382674,3.7152,5.0,4.9506
53013,53,390.0,14.0,399.571793425092,28.8151878922036,347.948370317222,25.6400402002652,3.5897,7.2115,7.3689
53015,53,941.05289071511,32.4156134814213,1138.63975252383,67.7184985421178,1176.24331160485,50.9993383514695,3.4446,5.9473,4.3358
53016,53,776.0,42.0,728.0,42.0,671.793954506877,32.9581674597664,5.4124,5.7692,4.906
53017,53,558.831275720165,37.920438957476,546.853026139028,40.6384871236418,571.913715677604,32.4621242354367,6.7857,7.4313,5.6761
53018,53,689.924762223424,30.6868375835572,682.777127909311,48.1955283936292,717.585422390517,38.7152070196303,4.4479,7.0587,5.3952
53019,53,79.8260869565218,4.92753623188406,74.21875,7.8125,72.0,4.0,6.1728,10.5263,5.5556
53021,53,570.659528907923,21.3875802997859,619.50950950951,28.8838838838839,636.399235698377,20.2160660970109,3.7479,4.6624,3.1766
53022,53,327.628846153847,22.0423076923078,321.624513618677,29.0564202334631,321.324541161779,15.2556218609725,6.7278,9.0343,4.7477
53023,53,271.856596823614,7.54998562389166,315.455555555556,13.8444444444444,362.039472511322,10.0525782021132,2.7772,4.3887,2.7767
53025,53,641.886410125101,33.5866655710681,688.436760348203,54.384883167506,682.117515471539,33.1507217073778,5.2325,7.8998,4.86
53026,53,308.737704918034,14.6024590163935,306.527938342967,14.1040462427746,329.418067064719,11.5576675159482,4.7297,4.6012,3.5085
53027,53,126.385618191712,7.96044941623468,120.444059731873,3.91505530988981,127.003829347708,5.99969768307565,6.2985,3.2505,4.724
53028,53,356.0,24.0,385.0,19.0,368.750183455572,15.0130908974773,6.7416,4.9351,4.0713
53029,53,741.427642764276,47.005900590059,744.526516071574,59.93547081208,739.905408284945,52.3620659255171,6.3399,8.0501,7.0769
53030,53,219.0,4.0,239.0,13.0,207.394544569625,6.91348678485471,1.8265,5.4393,3.3335
53031,53,262.378600823045,4.61934156378601,306.83734939759,17.1024096385542,305.505406996199,7.06207604897023,1.7606,5.5738,2.3116
53033,53,80.1076923076923,0.976923076923077,84.8771929824565,2.0701754385965,81.0,7.0,1.2195,2.439,8.642
53034,53,3886.0,173.0,3636.0,201.0,3595.03342981162,158.527856744542,4.4519,5.5281,4.4096
53035,53,357.630742049471,18.0318021201414,340.276077452802,15.9547221097196,375.70292028439,16.3769153547062,5.042,4.6888,4.359
53036,53,563.013668574726,24.1732060391873,568.662831248911,42.3320890357642,608.693180313013,35.2197823272106,4.2935,7.4441,5.7861
53037,53,487.0,24.0,493.0,34.0,458.585944787752,28.8034541836484,4.9281,6.8966,6.2809
53038,53,97.7852760736196,2.96319018404908,103.2,2.0235294117647,79.3581081081081,2.73648648648649,3.0303,1.9608,3.4483
53039,53,1027.58432818317,47.4975275985472,1020.26250101828,45.3256997477714,991.497034934258,30.9507065488319,4.6223,4.4426,3.1216
53040,53,374.218241042346,16.1824104234528,387.408242908537,31.7299970396372,369.765044461322,21.3706794045287,4.3243,8.1903,5.7795
53041,53,147.353711790393,8.96069868995633,160.834615384615,11.1269230769231,167.165011637355,4.96551045726452,6.0811,6.9182,2.9704
53042,53,490.81302774427,23.9420989143546,488.411636036716,29.9801334886742,487.387425258604,18.7594271556567,4.878,6.1383,3.849
53043,53,323.0,24.0,304.0,20.0,321.171685512655,19.2841172499969,7.4303,6.5789,6.0043
53045,53,490.155885099046,17.1471800416207,451.484249624943,23.0459674836651,412.167639215356,12.8151686087708,3.4983,5.1045,3.1092
53046,53,188.013029315961,13.2117263843648,193.0,13.0,199.827063268899,7.04702072601166,7.027,6.7358,3.5266
53047,53,169.173431734318,3.13284132841329,147.752808988764,11.8202247191011,138.477297791355,6.08133572731216,1.8519,8.0,4.3916
53048,53,690.441898527005,30.0613747954173,723.773697694276,42.8206660973525,716.383257247636,33.2542838305825,4.3539,5.9163,4.642
53049,53,400.50802919708,15.9080291970803,426.601694915254,23.0324858757062,444.711569012037,16.2539448926698,3.972,5.3991,3.6549
53051,53,348.577777777777,12.2666666666666,343.310722540599,20.7838268623601,351.99829440074,24.7540649918283,3.5191,6.0539,7.0324
53052,53,188.0,12.0,180.0,13.0,168.61722068897,9.9661392575,6.383,7.2222,5.9105
53053,53,342.841328413285,16.8265682656827,333.984466019417,21.4485436893204,305.029041831931,18.4476628847545,4.908,6.422,6.0478
53054,53,3603.6406409773,143.452858203442,3535.30176060084,179.569060310237,3666.13255787606,174.432175416404,3.9808,5.0793,4.7579
53055,53,336.0,10.0,331.0,20.0,327.180381575187,17.8603931076109,2.9762,6.0423,5.4589
53056,53,627.0,35.0,631.0,30.0,630.577123697702,25.7214055187532,5.5821,4.7544,4.079
53057,53,292.195569282798,22.9106985728381,284.251497005989,21.1676646706587,289.392766794824,11.9858988637524,7.8409,7.4468,4.1417
53058,53,205.0,8.0,211.0,8.0,207.353202186517,3.93369232103024,3.9024,3.7915,1.8971
53059,53,242.509756097561,5.75121951219512,255.058252427185,13.1577669902913,273.013008809735,10.1556308518971,2.3715,5.1587,3.7198
53061,53,299.979757085021,8.27530364372472,295.530599394279,20.2002688458131,267.854995172985,7.72426703434104,2.7586,6.8353,2.8837
53062,53,9729.50863822196,627.489138078295,9686.20665154059,831.290855843917,9469.86790353601,721.298806034656,6.4493,8.5822,7.6168
53063,53,295.16129032258,15.741935483871,326.347547974414,23.9808102345416,286.95412898742,8.73910216083502,5.3333,7.3482,3.0455
53064,53,572.326530612245,16.9504373177843,579.707691525967,26.0087926450826,559.233932530485,31.3283778788998,2.9617,4.4865,5.602
53066,53,814.453647707303,27.5799855886938,800.612616034315,38.1244102873484,855.94162330368,23.1546541613963,3.3863,4.7619,2.7052
