id_election,id_brut_miom,code_departement,libelle_departement,code_canton,libelle_canton,code_commune,libelle_commune,code_circonscription,libelle_circonscription,code_bv,inscrits,abstentions,votants,blancs,nuls,exprimes,ratio_abstentions_inscrits,ratio_votants_inscrits,ratio_blancs_inscrits,ratio_blancs_votants,ratio_nuls_inscrits,ratio_nuls_votants,ratio_exprimes_inscrits,ratio_exprimes_votants,taux_participation,taux_abstention,annee,type_election
2022_pres_t1,49015_0008,49,Maine-et-Loire,,,49015,Avrillé,7.0,7ème circonscription,0008,840,158,682,8.0,7,667,18.81,81.19,0.95,1.17,0.83,1.03,79.4,97.8,81.1905,18.8095,2022,pres
2022_pres_t1,49015_0009,49,Maine-et-Loire,,,49015,Avrillé,7.0,7ème circonscription,0009,817,180,637,8.0,1,628,22.03,77.97,0.98,1.26,0.12,0.16,76.87,98.59,77.9682,22.0318,2022,pres
2022_pres_t1,49015_0010,49,Maine-et-Loire,,,49015,Avrillé,7.0,7ème circonscription,0010,893,158,735,12.0,8,715,17.69,82.31,1.34,1.63,0.9,1.09,80.07,97.28,82.3068,17.6932,2022,pres
2022_pres_t1,49015_0011,49,Maine-et-Loire,,,49015,Avrillé,7.0,7ème circonscription,0011,991,161,830,16.0,4,810,16.25,83.75,1.61,1.93,0.4,0.48,81.74,97.59,83.7538,16.2462,2022,pres
2022_pres_t1,49015_0012,49,Maine-et-Loire,,,49015,Avrillé,7.0,7ème circonscription,0012,601,125,476,9.0,2,465,20.8,79.2,1.5,1.89,0.33,0.42,77.37,97.69,79.2013,20.7987,2022,pres
2022_pres_t1,49015_0013,49,Maine-et-Loire,,,49015,Avrillé,7.0,7ème circonscription,0013,628,135,493,5.0,4,484,21.5,78.5,0.8,1.01,0.64,0.81,77.07,98.17,78.5032,21.4968,2022,pres
2022_pres_t1,49018_0014,49,Maine-et-Loire,,,49018,Baugé-En-Anjou,3.0,3ème circonscription,0014,205,70,135,2.0,0,133,34.15,65.85,0.98,1.48,0.0,0.0,64.88,98.52,65.8537,34.1463,2022,pres
2022_pres_t1,49018_0015,49,Maine-et-Loire,,,49018,Baugé-En-Anjou,3.0,3ème circonscription,0015,1031,290,741,20.0,5,716,28.13,71.87,1.94,2.7,0.48,0.67,69.45,96.63,71.872,28.128,2022,pres
2022_pres_t1,49018_0016,49,Maine-et-Loire,,,49018,Baugé-En-Anjou,3.0,3ème circonscription,0016,861,232,629,13.0,3,613,26.95,73.05,1.51,2.07,0.35,0.48,71.2,97.46,73.0546,26.9454,2022,pres
2022_pres_t1,49018_0017,49,Maine-et-Loire,,,49018,Baugé-En-Anjou,3.0,3ème circonscription,0017,740,258,482,9.0,3,470,34.86,65.14,1.22,1.87,0.41,0.62,63.51,97.51,65.1351,34.8649,2022,pres
2022_pres_t1,49023_0018,49,Maine-et-Loire,,,49023,Beaupréau-En-Mauges,6.0,6ème circonscription,0018,866,195,671,11.0,4,656,22.52,77.48,1.27,1.64,0.46,0.6,75.75,97.76,77.4827,22.5173,2022,pres
2022_pres_t1,49023_0019,49,Maine-et-Loire,,,49023,Beaupréau-En-Mauges,6.0,6ème circonscription,0019,897,192,705,5.0,6,694,21.4,78.6,0.56,0.71,0.67,0.85,77.37,98.44,78.5953,21.4047,2022,pres
2022_pres_t1,49023_0020,49,Maine-et-Loire,,,49023,Beaupréau-En-Mauges,6.0,6ème circonscription,0020,892,218,674,11.0,8,655,24.44,75.56,1.23,1.63,0.9,1.19,73.43,97.18,75.5605,24.4395,2022,pres
2022_pres_t1,49099_0021,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0021,1000,447,553,12.0,5,536,44.7,55.3,1.2,2.17,0.5,0.9,53.6,96.93,55.3,44.7,2022,pres
2022_pres_t1,49099_0022,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0022,927,282,645,16.0,4,625,30.42,69.58,1.73,2.48,0.43,0.62,67.42,96.9,69.5793,30.4207,2022,pres
2022_pres_t1,49099_0023,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0023,1087,269,818,20.0,8,790,24.75,75.25,1.84,2.44,0.74,0.98,72.68,96.58,75.253,24.747,2022,pres
2022_pres_t1,49099_0024,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0024,1042,275,767,8.0,2,757,26.39,73.61,0.77,1.04,0.19,0.26,72.65,98.7,73.6084,26.3916,2022,pres
2022_pres_t1,49099_0025,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0025,1373,258,1115,12.0,9,1094,18.79,81.21,0.87,1.08,0.66,0.81,79.68,98.12,81.209,18.791,2022,pres
2022_pres_t1,49099_0026,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0026,879,200,679,12.0,3,664,22.75,77.25,1.37,1.77,0.34,0.44,75.54,97.79,77.2469,22.7531,2022,pres
2022_pres_t1,49099_0027,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0027,749,162,587,6.0,6,575,21.63,78.37,0.8,1.02,0.8,1.02,76.77,97.96,78.3712,21.6288,2022,pres
2022_pres_t1,49099_0028,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0028,1321,318,1003,14.0,7,982,24.07,75.93,1.06,1.4,0.53,0.7,74.34,97.91,75.9273,24.0727,2022,pres
2022_pres_t1,49099_0029,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0029,1258,299,959,13.0,5,941,23.77,76.23,1.03,1.36,0.4,0.52,74.8,98.12,76.2321,23.7679,2022,pres
2022_pres_t1,49099_0030,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0030,964,248,716,6.0,5,705,25.73,74.27,0.62,0.84,0.52,0.7,73.13,98.46,74.2739,25.7261,2022,pres
2022_pres_t1,49099_0031,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0031,930,262,668,6.0,5,657,28.17,71.83,0.65,0.9,0.54,0.75,70.65,98.35,71.828,28.172,2022,pres
2022_pres_t1,49099_0032,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0032,1008,259,749,15.0,5,729,25.69,74.31,1.49,2.0,0.5,0.67,72.32,97.33,74.3056,25.6944,2022,pres
2022_pres_t1,49099_0033,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0033,944,215,729,9.0,6,714,22.78,77.22,0.95,1.23,0.64,0.82,75.64,97.94,77.2246,22.7754,2022,pres
2022_pres_t1,49099_0034,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0034,881,252,629,9.0,3,617,28.6,71.4,1.02,1.43,0.34,0.48,70.03,98.09,71.3961,28.6039,2022,pres
2022_pres_t1,49099_0035,49,Maine-et-Loire,,,49099,Cholet,5.0,5ème circonscription,0035,963,239,724,17.0,2,705,24.82,75.18,1.77,2.35,0.21,0.28,73.21,97.38,75.1817,24.8183,2022,pres
2022_pres_t1,53001_0001,53,Mayenne,,,53001,Ahuillé,2.0,2ème circonscription,0001,810,145,665,13.0,7,645,17.9,82.1,1.6,1.95,0.86,1.05,79.63,96.99,82.0988,17.9012,2022,pres
2022_pres_t1,53001_0002,53,Mayenne,,,53001,Ahuillé,2.0,2ème circonscription,0002,699,131,568,22.0,5,541,18.74,81.26,3.15,3.87,0.72,0.88,77.4,95.25,81.2589,18.7411,2022,pres
2022_pres_t1,53005_0003,53,Mayenne,,,53005,Andouillé,3.0,3ème circonscription,0003,616,126,490,3.0,12,475,20.45,79.55,0.49,0.61,1.95,2.45,77.11,96.94,79.5455,20.4545,2022,pres
2022_pres_t1,53029_0004,53,Mayenne,,,53029,Bierné-Les-Villages,2.0,2ème circonscription,0004,138,37,101,0.0,2,99,26.81,73.19,0.0,0.0,1.45,1.98,71.74,98.02,73.1884,26.8116,2022,pres
2022_pres_t1,53034_0005,53,Mayenne,,,53034,Bonchamp-Lès-Laval,1.0,1ère circonscription,0005,1011,162,849,15.0,5,829,16.02,83.98,1.48,1.77,0.49,0.59,82.0,97.64,83.9763,16.0237,2022,pres
2022_pres_t1,53054_0006,53,Mayenne,,,53054,Changé,1.0,1ère circonscription,0006,927,239,688,12.0,5,671,25.78,74.22,1.29,1.74,0.54,0.73,72.38,97.53,74.2179,25.7821,2022,pres
2022_pres_t1,53062_0007,53,Mayenne,,,53062,Château-Gontier-Sur-Mayenne,2.0,2ème circonscription,0007,894,234,660,14.0,4,642,26.17,73.83,1.57,2.12,0.45,0.61,71.81,97.27,73.8255,26.1745,2022,pres
2022_pres_t1,53062_0008,53,Mayenne,,,53062,Château-Gontier-Sur-Mayenne,2.0,2ème circonscription,0008,951,240,711,11.0,4,696,25.24,74.76,1.16,1.55,0.42,0.56,73.19,97.89,74.7634,25.2366,2022,pres
2022_pres_t1,53062_0009,53,Mayenne,,,53062,Château-Gontier-Sur-Mayenne,2.0,2ème circonscription,0009,774,187,587,12.0,2,573,24.16,75.84,1.55,2.04,0.26,0.34,74.03,97.61,75.8398,24.1602,2022,pres
2022_pres_t1,53062_0010,53,Mayenne,,,53062,Château-Gontier-Sur-Mayenne,2.0,2ème circonscription,0010,675,190,485,9.0,3,473,28.15,71.85,1.33,1.86,0.44,0.62,70.07,97.53,71.8519,28.1481,2022,pres
2022_pres_t1,53062_0011,53,Mayenne,,,53062,Château-Gontier-Sur-Mayenne,2.0,2ème circonscription,0011,784,181,603,10.0,11,582,23.09,76.91,1.28,1.66,1.4,1.82,74.23,96.52,76.9133,23.0867,2022,pres
2022_pres_t1,53062_0012,53,Mayenne,,,53062,Château-Gontier-Sur-Mayenne,2.0,2ème circonscription,0012,721,144,577,18.0,6,553,19.97,80.03,2.5,3.12,0.83,1.04,76.7,95.84,80.0277,19.9723,2022,pres
2022_pres_t1,53062_0013,53,Mayenne,,,53062,Château-Gontier-Sur-Mayenne,2.0,2ème circonscription,0013,909,201,708,13.0,5,690,22.11,77.89,1.43,1.84,0.55,0.71,75.91,97.46,77.8878,22.1122,2022,pres
2022_pres_t1,53062_0014,53,Mayenne,,,53062,Château-Gontier-Sur-Mayenne,2.0,2ème circonscription,0014,500,122,378,8.0,6,364,24.4,75.6,1.6,2.12,1.2,1.59,72.8,96.3,75.6,24.4,2022,pres
2022_pres_t1,53130_0015,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0015,1106,226,880,9.0,7,864,20.43,79.57,0.81,1.02,0.63,0.8,78.12,98.18,79.566,20.434,2022,pres
2022_pres_t1,53130_0016,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0016,1086,215,871,17.0,6,848,19.8,80.2,1.57,1.95,0.55,0.69,78.08,97.36,80.2026,19.7974,2022,pres
2022_pres_t1,53130_0017,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0017,947,307,640,5.0,10,625,32.42,67.58,0.53,0.78,1.06,1.56,66.0,97.66,67.5818,32.4182,2022,pres
2022_pres_t1,53130_0018,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0018,956,212,744,8.0,4,732,22.18,77.82,0.84,1.08,0.42,0.54,76.57,98.39,77.8243,22.1757,2022,pres
2022_pres_t1,53130_0019,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0019,1122,256,866,14.0,3,849,22.82,77.18,1.25,1.62,0.27,0.35,75.67,98.04,77.1836,22.8164,2022,pres
2022_pres_t1,53130_0020,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0020,1030,262,768,15.0,3,750,25.44,74.56,1.46,1.95,0.29,0.39,72.82,97.66,74.5631,25.4369,2022,pres
2022_pres_t1,53130_0021,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0021,1029,271,758,9.0,7,742,26.34,73.66,0.87,1.19,0.68,0.92,72.11,97.89,73.6638,26.3362,2022,pres
2022_pres_t1,53130_0022,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0022,985,224,761,13.0,4,744,22.74,77.26,1.32,1.71,0.41,0.53,75.53,97.77,77.2589,22.7411,2022,pres
2022_pres_t1,53130_0023,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0023,899,212,687,5.0,5,677,23.58,76.42,0.56,0.73,0.56,0.73,75.31,98.54,76.4182,23.5818,2022,pres
2022_pres_t1,53130_0024,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0024,722,287,435,8.0,0,427,39.75,60.25,1.11,1.84,0.0,0.0,59.14,98.16,60.2493,39.7507,2022,pres
2022_pres_t1,53130_0025,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0025,872,298,574,9.0,7,558,34.17,65.83,1.03,1.57,0.8,1.22,63.99,97.21,65.8257,34.1743,2022,pres
2022_pres_t1,53130_0026,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0026,808,357,451,5.0,7,439,44.18,55.82,0.62,1.11,0.87,1.55,54.33,97.34,55.8168,44.1832,2022,pres
2022_pres_t1,53130_0027,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0027,942,228,714,11.0,6,697,24.2,75.8,1.17,1.54,0.64,0.84,73.99,97.62,75.7962,24.2038,2022,pres
2022_pres_t1,53130_0028,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0028,897,258,639,14.0,5,620,28.76,71.24,1.56,2.19,0.56,0.78,69.12,97.03,71.2375,28.7625,2022,pres
2022_pres_t1,53130_0030,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0030,830,207,623,10.0,6,607,24.94,75.06,1.2,1.61,0.72,0.96,73.13,97.43,75.0602,24.9398,2022,pres
2022_pres_t1,53130_0032,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0032,1137,276,861,11.0,9,841,24.27,75.73,0.97,1.28,0.79,1.05,73.97,97.68,75.7256,24.2744,2022,pres
2022_pres_t1,53130_0033,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0033,1091,233,858,15.0,4,839,21.36,78.64,1.37,1.75,0.37,0.47,76.9,97.79,78.6434,21.3566,2022,pres
2022_pres_t1,53130_0034,53,Mayenne,,,53130,Laval,1.0,1ère circonscription,0034,19,18,1,0.0,0,1,94.74,5.26,0.0,0.0,0.0,0.0,5.26,100.0,5.2632,94.7368,2022,pres
2022_pres_t1,53130_0029,53,Mayenne,,,53130,Laval,2.0,2ème circonscription,0029,1129,216,913,14.0,4,895,19.13,80.87,1.24,1.53,0.35,0.44,79.27,98.03,80.868,19.132,2022,pres
2022_pres_t1,53130_0031,53,Mayenne,,,53130,Laval,2.0,2ème circonscription,0031,1145,322,823,10.0,5,808,28.12,71.88,0.87,1.22,0.44,0.61,70.57,98.18,71.8777,28.1223,2022,pres
2022_pres_t1,72001_0001,72,Sarthe,,,72001,Aigné,1.0,1ère circonscription,0001,1318,263,1055,28.0,8,1019,19.95,80.05,2.12,2.65,0.61,0.76,77.31,96.59,80.0455,19.9545,2022,pres
2022_pres_t1,72003_0002,72,Sarthe,,,72003,Allonnes,4.0,4ème circonscription,0002,565,181,384,5.0,5,374,32.04,67.96,0.88,1.3,0.88,1.3,66.19,97.4,67.9646,32.0354,2022,pres
2022_pres_t1,72003_0003,72,Sarthe,,,72003,Allonnes,4.0,4ème circonscription,0003,709,310,399,2.0,2,395,43.72,56.28,0.28,0.5,0.28,0.5,55.71,99.0,56.2764,43.7236,2022,pres
2022_pres_t1,72003_0004,72,Sarthe,,,72003,Allonnes,4.0,4ème circonscription,0004,1046,276,770,9.0,6,755,26.39,73.61,0.86,1.17,0.57,0.78,72.18,98.05,73.6138,26.3862,2022,pres
2022_pres_t1,72003_0005,72,Sarthe,,,72003,Allonnes,4.0,4ème circonscription,0005,703,271,432,5.0,4,423,38.55,61.45,0.71,1.16,0.57,0.93,60.17,97.92,61.4509,38.5491,2022,pres
2022_pres_t1,72003_0006,72,Sarthe,,,72003,Allonnes,4.0,4ème circonscription,0006,885,226,659,14.0,9,636,25.54,74.46,1.58,2.12,1.02,1.37,71.86,96.51,74.4633,25.5367,2022,pres
2022_pres_t1,72003_0007,72,Sarthe,,,72003,Allonnes,4.0,4ème circonscription,0007,916,233,683,18.0,6,659,25.44,74.56,1.97,2.64,0.66,0.88,71.94,96.49,74.5633,25.4367,2022,pres
2022_pres_t1,72003_0008,72,Sarthe,,,72003,Allonnes,4.0,4ème circonscription,0008,965,234,731,15.0,9,707,24.25,75.75,1.55,2.05,0.93,1.23,73.26,96.72,75.7513,24.2487,2022,pres
2022_pres_t1,72154_0009,72,Sarthe,,,72154,La Flèche,3.0,3ème circonscription,0009,573,181,392,4.0,5,383,31.59,68.41,0.7,1.02,0.87,1.28,66.84,97.7,68.4119,31.5881,2022,pres
2022_pres_t1,72154_0010,72,Sarthe,,,72154,La Flèche,3.0,3ème circonscription,0010,556,141,415,6.0,2,407,25.36,74.64,1.08,1.45,0.36,0.48,73.2,98.07,74.6403,25.3597,2022,pres
2022_pres_t1,72154_0011,72,Sarthe,,,72154,La Flèche,3.0,3ème circonscription,0011,633,191,442,6.0,3,433,30.17,69.83,0.95,1.36,0.47,0.68,68.4,97.96,69.8262,30.1738,2022,pres
2022_pres_t1,72154_0012,72,Sarthe,,,72154,La Flèche,3.0,3ème circonscription,0012,570,164,406,4.0,3,399,28.77,71.23,0.7,0.99,0.53,0.74,70.0,98.28,71.2281,28.7719,2022,pres
2022_pres_t1,72154_0013,72,Sarthe,,,72154,La Flèche,3.0,3ème circonscription,0013,608,239,369,11.0,4,354,39.31,60.69,1.81,2.98,0.66,1.08,58.22,95.93,60.6908,39.3092,2022,pres
2022_pres_t1,72154_0014,72,Sarthe,,,72154,La Flèche,3.0,3ème circonscription,0014,603,155,448,7.0,3,438,25.7,74.3,1.16,1.56,0.5,0.67,72.64,97.77,74.2952,25.7048,2022,pres
2022_pres_t1,72154_0015,72,Sarthe,,,72154,La Flèche,3.0,3ème circonscription,0015,858,201,657,15.0,6,636,23.43,76.57,1.75,2.28,0.7,0.91,74.13,96.8,76.5734,23.4266,2022,pres
2022_pres_t1,72154_0016,72,Sarthe,,,72154,La Flèche,3.0,3ème circonscription,0016,774,163,611,15.0,6,590,21.06,78.94,1.94,2.45,0.78,0.98,76.23,96.56,78.9406,21.0594,2022,pres
2022_pres_t1,72154_0017,72,Sarthe,,,72154,La Flèche,3.0,3ème circonscription,0017,568,101,467,9.0,3,455,17.78,82.22,1.58,1.93,0.53,0.64,80.11,97.43,82.2183,17.7817,2022,pres
2022_pres_t1,72181_0084,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0084,952,233,719,16.0,0,703,24.47,75.53,1.68,2.23,0.0,0.0,73.84,97.77,75.5252,24.4748,2022,pres
2022_pres_t1,72181_0085,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0085,1041,241,800,18.0,0,782,23.15,76.85,1.73,2.25,0.0,0.0,75.12,97.75,76.8492,23.1508,2022,pres
2022_pres_t1,72181_0086,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0086,1081,296,785,22.0,0,763,27.38,72.62,2.04,2.8,0.0,0.0,70.58,97.2,72.6179,27.3821,2022,pres
2022_pres_t1,72181_0087,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0087,896,249,647,19.0,0,628,27.79,72.21,2.12,2.94,0.0,0.0,70.09,97.06,72.2098,27.7902,2022,pres
2022_pres_t1,72181_0088,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0088,973,217,756,26.0,0,730,22.3,77.7,2.67,3.44,0.0,0.0,75.03,96.56,77.6978,22.3022,2022,pres
2022_pres_t1,72181_0089,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0089,809,233,576,10.0,0,566,28.8,71.2,1.24,1.74,0.0,0.0,69.96,98.26,71.199,28.801,2022,pres
2022_pres_t1,72181_0090,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0090,1007,297,710,24.0,0,686,29.49,70.51,2.38,3.38,0.0,0.0,68.12,96.62,70.5065,29.4935,2022,pres
2022_pres_t1,72181_0091,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0091,883,232,651,20.0,0,631,26.27,73.73,2.27,3.07,0.0,0.0,71.46,96.93,73.7259,26.2741,2022,pres
2022_pres_t1,72181_0092,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0092,950,284,666,28.0,0,638,29.89,70.11,2.95,4.2,0.0,0.0,67.16,95.8,70.1053,29.8947,2022,pres
2022_pres_t1,72181_0093,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0093,929,266,663,22.0,0,641,28.63,71.37,2.37,3.32,0.0,0.0,69.0,96.68,71.3671,28.6329,2022,pres
2022_pres_t1,72181_0094,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0094,974,319,655,14.0,0,641,32.75,67.25,1.44,2.14,0.0,0.0,65.81,97.86,67.2485,32.7515,2022,pres
2022_pres_t1,72181_0095,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0095,973,313,660,21.0,0,639,32.17,67.83,2.16,3.18,0.0,0.0,65.67,96.82,67.8314,32.1686,2022,pres
2022_pres_t1,72181_0096,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0096,941,263,678,25.0,0,653,27.95,72.05,2.66,3.69,0.0,0.0,69.39,96.31,72.051,27.949,2022,pres
2022_pres_t1,72181_0097,72,Sarthe,,,72181,Le Mans,1.0,1ère circonscription,0097,1034,254,780,19.0,0,761,24.56,75.44,1.84,2.44,0.0,0.0,73.6,97.56,75.4352,24.5648,2022,pres
2022_pres_t1,72181_0035,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0035,935,305,630,22.0,0,608,32.62,67.38,2.35,3.49,0.0,0.0,65.03,96.51,67.3797,32.6203,2022,pres
2022_pres_t1,72181_0036,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0036,978,270,708,20.0,0,688,27.61,72.39,2.04,2.82,0.0,0.0,70.35,97.18,72.3926,27.6074,2022,pres
2022_pres_t1,72181_0037,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0037,781,237,544,16.0,0,528,30.35,69.65,2.05,2.94,0.0,0.0,67.61,97.06,69.6543,30.3457,2022,pres
2022_pres_t1,72181_0038,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0038,878,382,496,22.0,0,474,43.51,56.49,2.51,4.44,0.0,0.0,53.99,95.56,56.492,43.508,2022,pres
2022_pres_t1,72181_0039,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0039,891,398,493,12.0,0,481,44.67,55.33,1.35,2.43,0.0,0.0,53.98,97.57,55.3311,44.6689,2022,pres
2022_pres_t1,72181_0040,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0040,861,335,526,12.0,0,514,38.91,61.09,1.39,2.28,0.0,0.0,59.7,97.72,61.0918,38.9082,2022,pres
2022_pres_t1,72181_0041,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0041,901,416,485,14.0,0,471,46.17,53.83,1.55,2.89,0.0,0.0,52.28,97.11,53.8291,46.1709,2022,pres
2022_pres_t1,72181_0042,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0042,788,382,406,21.0,0,385,48.48,51.52,2.66,5.17,0.0,0.0,48.86,94.83,51.5228,48.4772,2022,pres
2022_pres_t1,72181_0043,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0043,942,364,578,11.0,0,567,38.64,61.36,1.17,1.9,0.0,0.0,60.19,98.1,61.3588,38.6412,2022,pres
2022_pres_t1,72181_0044,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0044,946,272,674,27.0,0,647,28.75,71.25,2.85,4.01,0.0,0.0,68.39,95.99,71.2474,28.7526,2022,pres
2022_pres_t1,72181_0045,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0045,947,253,694,15.0,0,679,26.72,73.28,1.58,2.16,0.0,0.0,71.7,97.84,73.2841,26.7159,2022,pres
2022_pres_t1,72181_0046,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0046,985,273,712,21.0,0,691,27.72,72.28,2.13,2.95,0.0,0.0,70.15,97.05,72.2843,27.7157,2022,pres
2022_pres_t1,72181_0047,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0047,944,254,690,24.0,0,666,26.91,73.09,2.54,3.48,0.0,0.0,70.55,96.52,73.0932,26.9068,2022,pres
2022_pres_t1,72181_0048,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0048,916,319,597,24.0,0,573,34.83,65.17,2.62,4.02,0.0,0.0,62.55,95.98,65.1747,34.8253,2022,pres
2022_pres_t1,72181_0049,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0049,946,337,609,16.0,0,593,35.62,64.38,1.69,2.63,0.0,0.0,62.68,97.37,64.3763,35.6237,2022,pres
2022_pres_t1,72181_0050,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0050,943,320,623,20.0,0,603,33.93,66.07,2.12,3.21,0.0,0.0,63.94,96.79,66.0657,33.9343,2022,pres
2022_pres_t1,72181_0051,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0051,832,379,453,15.0,0,438,45.55,54.45,1.8,3.31,0.0,0.0,52.64,96.69,54.4471,45.5529,2022,pres
2022_pres_t1,72181_0052,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0052,711,226,485,24.0,0,461,31.79,68.21,3.38,4.95,0.0,0.0,64.84,95.05,68.2138,31.7862,2022,pres
2022_pres_t1,72181_0053,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0053,934,320,614,23.0,0,591,34.26,65.74,2.46,3.75,0.0,0.0,63.28,96.25,65.7388,34.2612,2022,pres
2022_pres_t1,72181_0054,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0054,763,214,549,17.0,0,532,28.05,71.95,2.23,3.1,0.0,0.0,69.72,96.9,71.9528,28.0472,2022,pres
2022_pres_t1,72181_0055,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0055,759,375,384,11.0,0,373,49.41,50.59,1.45,2.86,0.0,0.0,49.14,97.14,50.5929,49.4071,2022,pres
2022_pres_t1,72181_0056,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0056,857,291,566,19.0,0,547,33.96,66.04,2.22,3.36,0.0,0.0,63.83,96.64,66.0443,33.9557,2022,pres
2022_pres_t1,72181_0057,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0057,807,324,483,13.0,0,470,40.15,59.85,1.61,2.69,0.0,0.0,58.24,97.31,59.8513,40.1487,2022,pres
2022_pres_t1,72181_0058,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0058,919,357,562,18.0,0,544,38.85,61.15,1.96,3.2,0.0,0.0,59.19,96.8,61.1534,38.8466,2022,pres
2022_pres_t1,72181_0059,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0059,839,334,505,17.0,0,488,39.81,60.19,2.03,3.37,0.0,0.0,58.16,96.63,60.1907,39.8093,2022,pres
2022_pres_t1,72181_0060,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0060,897,336,561,31.0,0,530,37.46,62.54,3.46,5.53,0.0,0.0,59.09,94.47,62.5418,37.4582,2022,pres
2022_pres_t1,72181_0061,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0061,852,230,622,26.0,0,596,27.0,73.0,3.05,4.18,0.0,0.0,69.95,95.82,73.0047,26.9953,2022,pres
2022_pres_t1,72181_0062,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0062,857,280,577,17.0,0,560,32.67,67.33,1.98,2.95,0.0,0.0,65.34,97.05,67.3279,32.6721,2022,pres
2022_pres_t1,72181_0063,72,Sarthe,,,72181,Le Mans,2.0,2ème circonscription,0063,819,267,552,20.0,0,532,32.6,67.4,2.44,3.62,0.0,0.0,64.96,96.38,67.3993,32.6007,2022,pres
