id_election,id_brut_miom,code_departement,libelle_departement,code_canton,libelle_canton,code_commune,libelle_commune,code_circonscription,libelle_circonscription,code_bv,inscrits,abstentions,votants,blancs,nuls,exprimes,ratio_abstentions_inscrits,ratio_votants_inscrits,ratio_blancs_inscrits,ratio_blancs_votants,ratio_nuls_inscrits,ratio_nuls_votants,ratio_exprimes_inscrits,ratio_exprimes_votants,taux_participation,taux_abstention,annee,type_election
2022_pres_t1,44109_0671,44,Loire-Atlantique,,,44109,Nantes,1.0,1ère circonscription,0671,993,385,608,12.0,2,594,38.77,61.23,1.21,1.97,0.2,0.33,59.82,97.7,61.2286,38.7714,2022,pres
2022_pres_t1,44109_0672,44,Loire-Atlantique,,,44109,Nantes,1.0,1ère circonscription,0672,945,302,643,10.0,4,629,31.96,68.04,1.06,1.56,0.42,0.62,66.56,97.82,68.0423,31.9577,2022,pres
2022_pres_t1,44109_0673,44,Loire-Atlantique,,,44109,Nantes,1.0,1ère circonscription,0673,1076,356,720,6.0,8,706,33.09,66.91,0.56,0.83,0.74,1.11,65.61,98.06,66.9145,33.0855,2022,pres
2022_pres_t1,44109_0111,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0111,1092,219,873,10.0,5,858,20.05,79.95,0.92,1.15,0.46,0.57,78.57,98.28,79.9451,20.0549,2022,pres
2022_pres_t1,44109_0112,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0112,1085,251,834,13.0,2,819,23.13,76.87,1.2,1.56,0.18,0.24,75.48,98.2,76.8664,23.1336,2022,pres
2022_pres_t1,44109_0113,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0113,1116,240,876,9.0,4,863,21.51,78.49,0.81,1.03,0.36,0.46,77.33,98.52,78.4946,21.5054,2022,pres
2022_pres_t1,44109_0114,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0114,1102,222,880,7.0,3,870,20.15,79.85,0.64,0.8,0.27,0.34,78.95,98.86,79.8548,20.1452,2022,pres
2022_pres_t1,44109_0121,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0121,891,205,686,7.0,4,675,23.01,76.99,0.79,1.02,0.45,0.58,75.76,98.4,76.9921,23.0079,2022,pres
2022_pres_t1,44109_0122,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0122,941,187,754,6.0,5,743,19.87,80.13,0.64,0.8,0.53,0.66,78.96,98.54,80.1275,19.8725,2022,pres
2022_pres_t1,44109_0123,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0123,961,232,729,6.0,3,720,24.14,75.86,0.62,0.82,0.31,0.41,74.92,98.77,75.8585,24.1415,2022,pres
2022_pres_t1,44109_0131,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0131,1048,229,819,4.0,2,813,21.85,78.15,0.38,0.49,0.19,0.24,77.58,99.27,78.1489,21.8511,2022,pres
2022_pres_t1,44109_0132,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0132,1075,224,851,12.0,1,838,20.84,79.16,1.12,1.41,0.09,0.12,77.95,98.47,79.1628,20.8372,2022,pres
2022_pres_t1,44109_0133,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0133,1046,206,840,7.0,5,828,19.69,80.31,0.67,0.83,0.48,0.6,79.16,98.57,80.3059,19.6941,2022,pres
2022_pres_t1,44109_0134,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0134,1026,206,820,6.0,3,811,20.08,79.92,0.58,0.73,0.29,0.37,79.04,98.9,79.922,20.078,2022,pres
2022_pres_t1,44109_0211,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0211,1138,269,869,17.0,3,849,23.64,76.36,1.49,1.96,0.26,0.35,74.6,97.7,76.362,23.638,2022,pres
2022_pres_t1,44109_0212,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0212,774,283,491,4.0,6,481,36.56,63.44,0.52,0.81,0.78,1.22,62.14,97.96,63.4367,36.5633,2022,pres
2022_pres_t1,44109_0213,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0213,850,416,434,8.0,3,423,48.94,51.06,0.94,1.84,0.35,0.69,49.76,97.47,51.0588,48.9412,2022,pres
2022_pres_t1,44109_0214,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0214,917,312,605,8.0,1,596,34.02,65.98,0.87,1.32,0.11,0.17,64.99,98.51,65.976,34.024,2022,pres
2022_pres_t1,44109_0221,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0221,1050,247,803,15.0,4,784,23.52,76.48,1.43,1.87,0.38,0.5,74.67,97.63,76.4762,23.5238,2022,pres
2022_pres_t1,44109_0222,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0222,1132,287,845,8.0,2,835,25.35,74.65,0.71,0.95,0.18,0.24,73.76,98.82,74.6466,25.3534,2022,pres
2022_pres_t1,44109_0223,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0223,879,148,731,8.0,2,721,16.84,83.16,0.91,1.09,0.23,0.27,82.03,98.63,83.1627,16.8373,2022,pres
2022_pres_t1,44109_0224,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0224,884,224,660,7.0,3,650,25.34,74.66,0.79,1.06,0.34,0.45,73.53,98.48,74.6606,25.3394,2022,pres
2022_pres_t1,44109_0231,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0231,918,205,713,11.0,2,700,22.33,77.67,1.2,1.54,0.22,0.28,76.25,98.18,77.6688,22.3312,2022,pres
2022_pres_t1,44109_0232,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0232,834,156,678,10.0,3,665,18.71,81.29,1.2,1.47,0.36,0.44,79.74,98.08,81.295,18.705,2022,pres
2022_pres_t1,44109_0233,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0233,902,214,688,12.0,5,671,23.73,76.27,1.33,1.74,0.55,0.73,74.39,97.53,76.2749,23.7251,2022,pres
2022_pres_t1,44109_0234,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0234,900,210,690,10.0,0,680,23.33,76.67,1.11,1.45,0.0,0.0,75.56,98.55,76.6667,23.3333,2022,pres
2022_pres_t1,44109_0241,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0241,858,204,654,1.0,1,652,23.78,76.22,0.12,0.15,0.12,0.15,75.99,99.69,76.2238,23.7762,2022,pres
2022_pres_t1,44109_0242,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0242,948,175,773,10.0,1,762,18.46,81.54,1.05,1.29,0.11,0.13,80.38,98.58,81.5401,18.4599,2022,pres
2022_pres_t1,44109_0243,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0243,843,169,674,11.0,5,658,20.05,79.95,1.3,1.63,0.59,0.74,78.05,97.63,79.9526,20.0474,2022,pres
2022_pres_t1,44109_0244,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0244,876,188,688,8.0,3,677,21.46,78.54,0.91,1.16,0.34,0.44,77.28,98.4,78.5388,21.4612,2022,pres
2022_pres_t1,44109_0251,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0251,1011,278,733,16.0,4,713,27.5,72.5,1.58,2.18,0.4,0.55,70.52,97.27,72.5025,27.4975,2022,pres
2022_pres_t1,44109_0252,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0252,966,201,765,6.0,5,754,20.81,79.19,0.62,0.78,0.52,0.65,78.05,98.56,79.1925,20.8075,2022,pres
2022_pres_t1,44109_0253,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0253,1090,269,821,10.0,2,809,24.68,75.32,0.92,1.22,0.18,0.24,74.22,98.54,75.3211,24.6789,2022,pres
2022_pres_t1,44109_0254,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0254,1079,281,798,19.0,3,776,26.04,73.96,1.76,2.38,0.28,0.38,71.92,97.24,73.9574,26.0426,2022,pres
2022_pres_t1,44109_0261,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0261,843,138,705,11.0,5,689,16.37,83.63,1.3,1.56,0.59,0.71,81.73,97.73,83.6299,16.3701,2022,pres
2022_pres_t1,44109_0262,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0262,969,223,746,5.0,0,741,23.01,76.99,0.52,0.67,0.0,0.0,76.47,99.33,76.9866,23.0134,2022,pres
2022_pres_t1,44109_0263,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0263,867,186,681,9.0,3,669,21.45,78.55,1.04,1.32,0.35,0.44,77.16,98.24,78.5467,21.4533,2022,pres
2022_pres_t1,44109_0264,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0264,918,204,714,6.0,1,707,22.22,77.78,0.65,0.84,0.11,0.14,77.02,99.02,77.7778,22.2222,2022,pres
2022_pres_t1,44109_0311,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0311,937,189,748,9.0,0,739,20.17,79.83,0.96,1.2,0.0,0.0,78.87,98.8,79.8292,20.1708,2022,pres
2022_pres_t1,44109_0312,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0312,1014,195,819,11.0,5,803,19.23,80.77,1.08,1.34,0.49,0.61,79.19,98.05,80.7692,19.2308,2022,pres
2022_pres_t1,44109_0313,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0313,1054,210,844,15.0,3,826,19.92,80.08,1.42,1.78,0.28,0.36,78.37,97.87,80.0759,19.9241,2022,pres
2022_pres_t1,44109_0314,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0314,990,204,786,4.0,2,780,20.61,79.39,0.4,0.51,0.2,0.25,78.79,99.24,79.3939,20.6061,2022,pres
2022_pres_t1,44109_0315,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0315,1020,222,798,9.0,1,788,21.76,78.24,0.88,1.13,0.1,0.13,77.25,98.75,78.2353,21.7647,2022,pres
2022_pres_t1,44109_0321,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0321,954,207,747,6.0,2,739,21.7,78.3,0.63,0.8,0.21,0.27,77.46,98.93,78.3019,21.6981,2022,pres
2022_pres_t1,44109_0322,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0322,984,194,790,5.0,2,783,19.72,80.28,0.51,0.63,0.2,0.25,79.57,99.11,80.2846,19.7154,2022,pres
2022_pres_t1,44109_0323,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0323,1107,242,865,8.0,3,854,21.86,78.14,0.72,0.92,0.27,0.35,77.15,98.73,78.1391,21.8609,2022,pres
2022_pres_t1,44109_0324,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0324,1043,212,831,11.0,2,818,20.33,79.67,1.05,1.32,0.19,0.24,78.43,98.44,79.674,20.326,2022,pres
2022_pres_t1,44109_0331,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0331,1076,210,866,13.0,4,849,19.52,80.48,1.21,1.5,0.37,0.46,78.9,98.04,80.4833,19.5167,2022,pres
2022_pres_t1,44109_0332,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0332,1144,263,881,13.0,4,864,22.99,77.01,1.14,1.48,0.35,0.45,75.52,98.07,77.0105,22.9895,2022,pres
2022_pres_t1,44109_0333,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0333,1083,257,826,5.0,2,819,23.73,76.27,0.46,0.61,0.18,0.24,75.62,99.15,76.2696,23.7304,2022,pres
2022_pres_t1,44109_0341,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0341,1089,271,818,6.0,2,810,24.89,75.11,0.55,0.73,0.18,0.24,74.38,99.02,75.1148,24.8852,2022,pres
2022_pres_t1,44109_0342,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0342,1119,185,934,9.0,3,922,16.53,83.47,0.8,0.96,0.27,0.32,82.39,98.72,83.4674,16.5326,2022,pres
2022_pres_t1,44109_0343,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0343,1354,226,1128,10.0,5,1113,16.69,83.31,0.74,0.89,0.37,0.44,82.2,98.67,83.3087,16.6913,2022,pres
2022_pres_t1,44109_0351,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0351,1032,229,803,11.0,2,790,22.19,77.81,1.07,1.37,0.19,0.25,76.55,98.38,77.8101,22.1899,2022,pres
2022_pres_t1,44109_0352,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0352,1078,299,779,5.0,2,772,27.74,72.26,0.46,0.64,0.19,0.26,71.61,99.1,72.2635,27.7365,2022,pres
2022_pres_t1,44109_0353,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0353,1185,246,939,14.0,4,921,20.76,79.24,1.18,1.49,0.34,0.43,77.72,98.08,79.2405,20.7595,2022,pres
2022_pres_t1,44109_0354,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0354,1019,233,786,16.0,2,768,22.87,77.13,1.57,2.04,0.2,0.25,75.37,97.71,77.1344,22.8656,2022,pres
2022_pres_t1,44109_0361,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0361,894,213,681,5.0,2,674,23.83,76.17,0.56,0.73,0.22,0.29,75.39,98.97,76.1745,23.8255,2022,pres
2022_pres_t1,44109_0362,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0362,894,217,677,8.0,3,666,24.27,75.73,0.89,1.18,0.34,0.44,74.5,98.38,75.7271,24.2729,2022,pres
2022_pres_t1,44109_0363,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0363,953,253,700,9.0,1,690,26.55,73.45,0.94,1.29,0.1,0.14,72.4,98.57,73.4523,26.5477,2022,pres
2022_pres_t1,44109_0364,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0364,985,246,739,7.0,5,727,24.97,75.03,0.71,0.95,0.51,0.68,73.81,98.38,75.0254,24.9746,2022,pres
2022_pres_t1,44109_0412,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0412,729,142,587,5.0,2,580,19.48,80.52,0.69,0.85,0.27,0.34,79.56,98.81,80.5213,19.4787,2022,pres
2022_pres_t1,44109_0413,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0413,978,199,779,5.0,0,774,20.35,79.65,0.51,0.64,0.0,0.0,79.14,99.36,79.6524,20.3476,2022,pres
2022_pres_t1,44109_0414,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0414,777,132,645,6.0,1,638,16.99,83.01,0.77,0.93,0.13,0.16,82.11,98.91,83.0116,16.9884,2022,pres
2022_pres_t1,44109_0415,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0415,796,153,643,6.0,3,634,19.22,80.78,0.75,0.93,0.38,0.47,79.65,98.6,80.7789,19.2211,2022,pres
2022_pres_t1,44109_0421,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0421,855,162,693,5.0,3,685,18.95,81.05,0.58,0.72,0.35,0.43,80.12,98.85,81.0526,18.9474,2022,pres
2022_pres_t1,44109_0422,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0422,951,204,747,11.0,1,735,21.45,78.55,1.16,1.47,0.11,0.13,77.29,98.39,78.5489,21.4511,2022,pres
2022_pres_t1,44109_0423,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0423,932,182,750,7.0,2,741,19.53,80.47,0.75,0.93,0.21,0.27,79.51,98.8,80.4721,19.5279,2022,pres
2022_pres_t1,44109_0424,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0424,878,188,690,11.0,1,678,21.41,78.59,1.25,1.59,0.11,0.14,77.22,98.26,78.5877,21.4123,2022,pres
2022_pres_t1,44109_0425,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0425,898,193,705,8.0,1,696,21.49,78.51,0.89,1.13,0.11,0.14,77.51,98.72,78.5078,21.4922,2022,pres
2022_pres_t1,44109_0431,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0431,949,209,740,8.0,0,732,22.02,77.98,0.84,1.08,0.0,0.0,77.13,98.92,77.9768,22.0232,2022,pres
2022_pres_t1,44109_0441,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0441,925,184,741,11.0,3,727,19.89,80.11,1.19,1.48,0.32,0.4,78.59,98.11,80.1081,19.8919,2022,pres
2022_pres_t1,44109_0442,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0442,915,171,744,6.0,1,737,18.69,81.31,0.66,0.81,0.11,0.13,80.55,99.06,81.3115,18.6885,2022,pres
2022_pres_t1,44109_0443,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0443,945,202,743,9.0,1,733,21.38,78.62,0.95,1.21,0.11,0.13,77.57,98.65,78.6243,21.3757,2022,pres
2022_pres_t1,44109_0444,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0444,1003,241,762,14.0,1,747,24.03,75.97,1.4,1.84,0.1,0.13,74.48,98.03,75.9721,24.0279,2022,pres
2022_pres_t1,44109_0541,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0541,896,193,703,12.0,2,689,21.54,78.46,1.34,1.71,0.22,0.28,76.9,98.01,78.4598,21.5402,2022,pres
2022_pres_t1,44109_0542,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0542,843,190,653,11.0,0,642,22.54,77.46,1.3,1.68,0.0,0.0,76.16,98.32,77.4614,22.5386,2022,pres
2022_pres_t1,44109_0543,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0543,875,171,704,8.0,1,695,19.54,80.46,0.91,1.14,0.11,0.14,79.43,98.72,80.4571,19.5429,2022,pres
2022_pres_t1,44109_0544,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0544,896,184,712,10.0,0,702,20.54,79.46,1.12,1.4,0.0,0.0,78.35,98.6,79.4643,20.5357,2022,pres
2022_pres_t1,44109_0545,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0545,950,214,736,7.0,2,727,22.53,77.47,0.74,0.95,0.21,0.27,76.53,98.78,77.4737,22.5263,2022,pres
2022_pres_t1,44109_0546,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0546,899,187,712,10.0,6,696,20.8,79.2,1.11,1.4,0.67,0.84,77.42,97.75,79.1991,20.8009,2022,pres
2022_pres_t1,44109_0721,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0721,1017,287,730,7.0,5,718,28.22,71.78,0.69,0.96,0.49,0.68,70.6,98.36,71.7797,28.2203,2022,pres
2022_pres_t1,44109_0722,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0722,1000,339,661,11.0,4,646,33.9,66.1,1.1,1.66,0.4,0.61,64.6,97.73,66.1,33.9,2022,pres
2022_pres_t1,44109_0723,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0723,1017,386,631,8.0,3,620,37.95,62.05,0.79,1.27,0.29,0.48,60.96,98.26,62.0452,37.9548,2022,pres
2022_pres_t1,44109_0724,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0724,992,378,614,17.0,4,593,38.1,61.9,1.71,2.77,0.4,0.65,59.78,96.58,61.8952,38.1048,2022,pres
2022_pres_t1,44109_0725,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0725,1008,192,816,9.0,3,804,19.05,80.95,0.89,1.1,0.3,0.37,79.76,98.53,80.9524,19.0476,2022,pres
2022_pres_t1,44109_0731,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0731,853,179,674,10.0,2,662,20.98,79.02,1.17,1.48,0.23,0.3,77.61,98.22,79.0152,20.9848,2022,pres
2022_pres_t1,44109_0732,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0732,912,192,720,7.0,1,712,21.05,78.95,0.77,0.97,0.11,0.14,78.07,98.89,78.9474,21.0526,2022,pres
2022_pres_t1,44109_0733,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0733,849,194,655,16.0,5,634,22.85,77.15,1.88,2.44,0.59,0.76,74.68,96.79,77.1496,22.8504,2022,pres
2022_pres_t1,44109_0734,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0734,905,173,732,12.0,0,720,19.12,80.88,1.33,1.64,0.0,0.0,79.56,98.36,80.884,19.116,2022,pres
2022_pres_t1,44109_0735,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0735,1003,168,835,8.0,3,824,16.75,83.25,0.8,0.96,0.3,0.36,82.15,98.68,83.2502,16.7498,2022,pres
2022_pres_t1,44109_0736,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0736,843,244,599,12.0,3,584,28.94,71.06,1.42,2.0,0.36,0.5,69.28,97.5,71.0558,28.9442,2022,pres
2022_pres_t1,44109_0741,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0741,947,242,705,10.0,3,692,25.55,74.45,1.06,1.42,0.32,0.43,73.07,98.16,74.4456,25.5544,2022,pres
2022_pres_t1,44109_0742,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0742,841,211,630,10.0,1,619,25.09,74.91,1.19,1.59,0.12,0.16,73.6,98.25,74.9108,25.0892,2022,pres
2022_pres_t1,44109_0743,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0743,905,250,655,7.0,3,645,27.62,72.38,0.77,1.07,0.33,0.46,71.27,98.47,72.3757,27.6243,2022,pres
2022_pres_t1,44109_0744,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0744,958,208,750,12.0,12,726,21.71,78.29,1.25,1.6,1.25,1.6,75.78,96.8,78.2881,21.7119,2022,pres
2022_pres_t1,44109_0745,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0745,943,269,674,13.0,5,656,28.53,71.47,1.38,1.93,0.53,0.74,69.57,97.33,71.474,28.526,2022,pres
2022_pres_t1,44109_0746,44,Loire-Atlantique,,,44109,Nantes,2.0,2ème circonscription,0746,159,158,1,0.0,1,0,99.37,0.63,0.0,0.0,0.63,100.0,0.0,0.0,0.6289,99.3711,2022,pres
2022_pres_t1,44109_0432,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0432,971,220,751,5.0,0,746,22.66,77.34,0.51,0.67,0.0,0.0,76.83,99.33,77.3429,22.6571,2022,pres
2022_pres_t1,44109_0433,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0433,955,176,779,7.0,2,770,18.43,81.57,0.73,0.9,0.21,0.26,80.63,98.84,81.5707,18.4293,2022,pres
2022_pres_t1,44109_0434,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0434,966,268,698,4.0,4,690,27.74,72.26,0.41,0.57,0.41,0.57,71.43,98.85,72.2567,27.7433,2022,pres
2022_pres_t1,44109_0445,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0445,817,184,633,2.0,1,630,22.52,77.48,0.24,0.32,0.12,0.16,77.11,99.53,77.4786,22.5214,2022,pres
2022_pres_t1,44109_0451,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0451,958,217,741,3.0,4,734,22.65,77.35,0.31,0.4,0.42,0.54,76.62,99.06,77.3486,22.6514,2022,pres
2022_pres_t1,44109_0452,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0452,974,184,790,10.0,2,778,18.89,81.11,1.03,1.27,0.21,0.25,79.88,98.48,81.1088,18.8912,2022,pres
2022_pres_t1,44109_0453,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0453,1035,220,815,15.0,1,799,21.26,78.74,1.45,1.84,0.1,0.12,77.2,98.04,78.744,21.256,2022,pres
2022_pres_t1,44109_0461,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0461,895,197,698,11.0,0,687,22.01,77.99,1.23,1.58,0.0,0.0,76.76,98.42,77.9888,22.0112,2022,pres
2022_pres_t1,44109_0462,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0462,924,219,705,9.0,4,692,23.7,76.3,0.97,1.28,0.43,0.57,74.89,98.16,76.2987,23.7013,2022,pres
2022_pres_t1,44109_0463,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0463,973,283,690,11.0,3,676,29.09,70.91,1.13,1.59,0.31,0.43,69.48,97.97,70.9147,29.0853,2022,pres
2022_pres_t1,44109_0471,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0471,743,347,396,4.0,7,385,46.7,53.3,0.54,1.01,0.94,1.77,51.82,97.22,53.2974,46.7026,2022,pres
2022_pres_t1,44109_0472,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0472,893,357,536,5.0,1,530,39.98,60.02,0.56,0.93,0.11,0.19,59.35,98.88,60.0224,39.9776,2022,pres
2022_pres_t1,44109_0473,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0473,936,281,655,3.0,7,645,30.02,69.98,0.32,0.46,0.75,1.07,68.91,98.47,69.9786,30.0214,2022,pres
2022_pres_t1,44109_0511,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0511,975,299,676,5.0,2,669,30.67,69.33,0.51,0.74,0.21,0.3,68.62,98.96,69.3333,30.6667,2022,pres
2022_pres_t1,44109_0512,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0512,892,247,645,7.0,1,637,27.69,72.31,0.78,1.09,0.11,0.16,71.41,98.76,72.3094,27.6906,2022,pres
2022_pres_t1,44109_0513,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0513,917,270,647,10.0,4,633,29.44,70.56,1.09,1.55,0.44,0.62,69.03,97.84,70.5562,29.4438,2022,pres
2022_pres_t1,44109_0531,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0531,1003,454,549,4.0,4,541,45.26,54.74,0.4,0.73,0.4,0.73,53.94,98.54,54.7358,45.2642,2022,pres
2022_pres_t1,44109_0532,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0532,886,422,464,2.0,2,460,47.63,52.37,0.23,0.43,0.23,0.43,51.92,99.14,52.3702,47.6298,2022,pres
2022_pres_t1,44109_0533,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0533,953,214,739,13.0,0,726,22.46,77.54,1.36,1.76,0.0,0.0,76.18,98.24,77.5446,22.4554,2022,pres
2022_pres_t1,44109_0534,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0534,838,281,557,4.0,2,551,33.53,66.47,0.48,0.72,0.24,0.36,65.75,98.92,66.4678,33.5322,2022,pres
2022_pres_t1,44109_0551,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0551,1008,244,764,8.0,2,754,24.21,75.79,0.79,1.05,0.2,0.26,74.8,98.69,75.7937,24.2063,2022,pres
2022_pres_t1,44109_0552,44,Loire-Atlantique,,,44109,Nantes,3.0,3ème circonscription,0552,1011,234,777,11.0,3,763,23.15,76.85,1.09,1.42,0.3,0.39,75.47,98.2,76.8546,23.1454,2022,pres
