CODGEO,P22_POP,P16_POP,SUPERF,NAIS1621,DECE1621,P22_MEN,NAISD24,DECESD24,P22_LOG,P22_RP,P22_RSECOCC,P22_LOGVAC,P22_RP_PROP,MED_SL23,PR_MD60_23,P22_EMPLT,P22_EMPLT_SAL,P16_EMPLT,P22_POP1564,P22_CHOM1564,P22_ACT1564,ETTOT24,ETAZ24,ETBE24,ETFZ24,ETGU24,ETOQ24,ETTEF124,ETTEFP1024
85058,792,726,10.77,48,24,323.636220296804,5,3,375.830421335755,323.636220296804,29.8252577365436,22.3689433024077,284.435200264382,27120,s,283.988824305671,251.632228015956,270.482303072708,487.982944751029,16.8831083192262,395.17908270536,20,0,6,6,6,2,15,3
85059,2590,2522,7.94,101,344,1189.80867497567,15,51,1401.87764438149,1189.80867497567,47.4630550574935,164.605914348329,753.502025838733,22720,s,2117.77131640939,1951.17116620686,1996.30006426175,1361.21132918362,129.426478244101,956.544212878259,124,0,9,11,81,23,78,40
85061,1550,1537,35.16,94,169,603.075388815104,21,25,710.432723758301,603.075388815104,53.6786674715985,53.6786674715985,522.382968618634,25950,s,179.122748782825,121.144243081663,166.482210682542,923.411149827286,40.992636718072,755.215166942185,23,5,1,3,9,5,18,2
85062,1144,1027,15.92,59,31,449.904429239579,10,9,554.961339484593,449.904429239579,77.2477281213338,27.8091821236801,371.544821843493,24560,s,135.616737007261,88.9018454965429,102.224528209798,705.634952302691,43.2044521306559,569.903599305911,27,6,1,8,8,4,24,2
85064,2559,2483,41.99,188,143,1033.8313757235,19,27,1119.42760400368,1033.8313757235,9.51069203113086,76.0855362490469,830.690201456632,25850,s,758.704187558348,625.632611282089,737.418091946812,1574.53785036383,64.4137560345978,1284.30090919628,71,17,6,17,26,5,52,15
85065,3648,3543,40.57,206,319,1495.93638495901,33,62,1670.61787123932,1495.93638495901,33.5481000140993,141.133386266211,1118.8895323829,25150,s,1175.05560909067,1012.8317389799,1139.13230821456,2236.92163270916,106.160060281362,1819.27867279336,104,20,13,17,41,13,84,14
85066,847,833,13.34,55,31,352.853650991825,9,1,396.087015895086,352.853650991825,20.0349739795599,23.198390923701,284.400948782969,24180,s,87.5978233210661,61.6746433981898,106.628113449216,529.797114420878,30.4141278949651,426.584933376895,10,1,2,1,2,4,9,1
85067,1002,980,18.63,64,23,407.785673348866,14,4,471.915206199143,407.785673348866,29.0586945727821,35.0708382774957,323.491485988316,25610,s,374.461380518492,305.10893987392,389.101570248188,619.066050813615,25.0194457141849,475.991231654615,46,17,4,4,18,3,32,7
85070,3416,3146,39.56,181,271,1532.84365310802,21,35,1833.02840224981,1532.84365310802,179.075729660445,121.109019481341,1191.49053234043,25180,s,1556.61319991074,1338.94027878773,1391.98123631493,1932.57269318247,166.903342106921,1520.81963620747,116,13,19,17,53,14,86,20
85071,3708,3444,40.26,198,272,1628.52443264426,30,48,1899.29349501268,1628.52443264426,150.200196860974,120.568865507448,1259.7191233456,24800,s,923.635481844823,725.649984368046,946.735782107678,2098.07605407829,175.762738748301,1648.06994658688,83,10,6,19,36,12,61,12
85072,1047,988,9.68,85,25,424.895722311055,12,5,455.198856784703,424.895722311055,5.22467835752545,25.0784561161222,339.312847221807,24870,s,536.675204729585,499.850129680739,488.437618914744,664.047539882658,21.8904317655157,570.68523340667,21,2,3,4,10,2,13,7
85073,1025,1053,17.1,73,35,397.670684013482,10,2,441.693441122735,397.670684013482,18.0606183012317,25.9621388080205,327.995871544517,25320,s,193.50562742354,144.911935275432,189.209717276355,626.121565116758,23.7542948975585,507.132508368868,26,8,1,5,9,3,18,5
85074,229,216,7.03,15,10,88.4549356223176,1,2,112.938419105801,88.4549356223176,13.8384906645777,10.6449928189059,73.7124463519313,24260,s,17.7608398530269,7.89146836510952,17.9079644861325,122.854077253219,6.87982832618026,92.3862660944206,3,1,0,1,0,1,3,0
85076,5659,5262,27.77,358,324,2232.23654331226,52,60,2419.77436948007,2232.23654331226,52.1242453591603,135.413580808654,1837.93513834122,27940,s,1869.03418310094,1638.37119611669,1515.72656359301,3539.12105393563,146.332193668618,2899.30894106194,144,10,19,34,67,14,103,33
85077,492,503,5.9,21,27,224,4,7,352,224,98,30,180,23010,s,42.4324412638724,17.3858672029457,38.0457625564517,284,30,216,8,3,0,0,3,2,6,0
85078,731,748,11.66,34,43,382.224203510395,3,3,533.095760979287,382.224203510395,102.203313124088,48.6682443448039,306.836614491457,24460,s,314.533914276954,261.59534204682,293.61083342281,381.760300544353,30.7236855925466,299.874233188329,24,1,3,3,15,2,17,2
85080,1757,1720,23.87,97,166,709.013937164318,13,26,824.700423766127,709.013937164318,46.2745946407235,69.4118919610852,552.252746246138,25000,s,230.52274623499,182.975043332788,268.500032275921,967.750264934622,72.7692344178693,766.526215244675,36,13,2,4,12,5,22,7
85081,4535,4248,33.6,235,139,1844.92643173555,48,27,1930.87876224403,1844.92643173555,19.915783898305,66.0365466101693,1500.50439262044,27360,s,1864.81593998813,1680.8238352776,1565.99095118262,2916.86416402139,116.191700179379,2291.49859458616,163,9,12,24,105,13,105,41
85082,2984,2832,31.29,208,78,1243.60528885162,13,13,1368.15539729475,1243.60528885162,65.9929679064318,58.557140536693,952.496055905352,25420,s,1614.4466307419,1441.66690830754,1269.21452340247,1850.9396259365,86.3599364842045,1528.70739356253,95,4,14,13,52,12,59,29
85083,1643,1649,8.95,54,131,862.561431774767,13,23,2321.74579560198,862.561431774767,1423.98891306997,35.1954507572405,667.625775740955,24800,s,510.473474999935,341.004275429037,457.74478833987,835.034464652696,44.6001215450477,624.987219329126,66,11,4,8,40,3,48,6
85084,6835,6313,68.47,471,270,2729.46149692072,65,54,2930.4981859264,2729.46149692072,42.4871353053244,158.549553700357,1979.1226858271,25780,7,6932.61666224538,6429.49324063699,5797.41348299728,4264.37479195133,221.508594143927,3503.06630759278,377,28,45,41,225,38,244,106
85086,1704,1576,28.64,112,87,702.013554848268,16,19,793.178838070663,702.013554848268,41.9150727459288,49.2502104764663,531.768265981711,24630,s,402.154780074263,303.968511874523,410.727288998164,1051.19133603345,79.0771998532596,825.175558333901,42,6,4,12,15,5,33,6
85087,205,208,10.99,13,16,100.054866297027,1,3,189.721532963693,100.054866297027,46.8712121212119,42.7954545454544,79.0454433180644,20510,s,40.7936269323678,33.8029905514981,44.5775886047709,122.691078939148,10.9405001739313,84.5566389061199,5,0,1,0,2,2,3,1
85088,4978,4668,17.81,164,283,2354,12,51,2805,2354,374,77,1985,28060,s,496.499102085982,339.952980513268,571.38876007958,2615,154,1894,78,8,5,15,42,8,59,9
85089,5411,5234,47.17,331,259,2227.87587621447,55,37,2370.61346750598,2227.87587621447,34.1329022653615,108.60468902615,1730.65940197844,26360,s,1787.70320015241,1582.5199847891,1500.41272249605,3219.45603875873,188.214404009352,2578.74774127126,132,14,19,21,64,14,85,36
85090,6401,6507,88.64,374,305,2608.86359641963,54,50,2892.18578254577,2608.86359641963,99.8761663322378,183.446019793906,2002.87112083965,24910,s,1938.25257595781,1596.54450056772,1967.33372466961,3905.2388460017,248.959968321229,3239.0699808263,194,40,28,33,77,16,144,30
85092,13806,13424,34.05,563,1182,6871.62810554245,83,196,8087.43523490745,6871.62810554245,249.910865370324,965.896263994667,3858.53650002329,24230,17,10166.5522524309,9294.16873486437,9559.5475218643,7550.32287507056,715.292051702141,5261.50544133378,674,4,59,50,458,103,461,166
85093,1242,1182,26.89,99,40,511,15,9,554,511,13,30,414,25140,s,281.93127043765,221.909765656924,284.60549850944,793,31,657,28,8,0,4,11,5,21,3
85094,1176,1114,34.42,58,72,534.562970133897,6,9,685.881474649041,534.562970133897,97.4938015668048,53.8247029483402,422.665808513234,24430,s,293.917076164219,180.937916597377,283.035865290824,658.719118726776,46.8784878320983,513.436334890389,41,12,1,3,21,4,32,3
85095,2128,1831,21.51,158,55,866.032438739599,22,9,959.004523764382,866.032438739599,30.3169842472119,62.6551007775713,663.782622322404,24400,s,222.92368779766,135.144632175939,243.494300635481,1361.32606602837,60.4690032751181,1122.48541049006,44,8,2,16,15,3,36,1
85096,5413,4956,59.49,309,285,2326,63,76,2568,2326,64,178,1884,25600,s,1370.85035887755,1086.05898363516,1204.70669579658,3274,174,2640,161,19,13,39,70,20,124,22
85097,3223,3034,30.33,217,170,1322.12673370813,30,19,1426.80846323602,1322.12673370813,35.5917880394819,69.0899414884061,1053.06990184937,25760,s,750.970519833711,600.673965426177,752.682385793461,1982.18821515014,90.5142596232417,1617.20867037568,78,13,4,10,42,9,57,14
85098,1963,1905,13.12,128,47,841.321162004949,14,9,871.80798826321,841.321162004949,4.06491016776812,26.4219160904928,678.463552334939,26660,s,152.48571333247,100.78453132555,168.597488795729,1243.23176641713,60.7396363099947,996.877431953055,29,4,1,5,14,5,20,2
85099,1144,1026,25.1,74,33,455.706698127539,10,6,518.431221587949,455.706698127539,35.5438966275661,27.1806268328447,387.684795330077,25220,s,89.9985560187665,46.4810240314651,85.6539985152116,709.219237655219,45.9195327126777,562.123646430975,15,6,0,2,5,2,12,1
85100,2216,2129,11.69,84,213,999.872615992203,9,34,1274.44580429293,999.872615992203,201.923473108313,72.649715192409,801.566958702915,27060,s,966.585663129699,840.862678831399,857.359210082818,1163.35274546013,90.3047910389137,900.30796690328,62,4,8,10,32,8,42,13
