batch_id,source_fichier,reject_rule,reject_reason,nb_lignes,raw_payload,reject_ts
B02_STAGING_20260523_213217,stg_raw_socioeco.csv,R13,P22_POP null ou <= 0 — commune inutilisable,5,"{""CODGEO"":""49069"",""code_departement"":""49"",""P22_POP"":null,""P16_POP"":null,""P22_MEN"":null,""MED_SL23"":null,""PR_MD60_23"":null,""P22_CHOM1564"":null,""P22_ACT1564"":null,""P22_EMPLT"":null,""ETTOT24"":null}",2026-05-23T21:33:16.287347
B02_STAGING_20260523_213217,stg_raw_socioeco.csv,R13,P22_POP null ou <= 0 — commune inutilisable,5,"{""CODGEO"":""72287"",""code_departement"":""72"",""P22_POP"":null,""P16_POP"":null,""P22_MEN"":null,""MED_SL23"":null,""PR_MD60_23"":null,""P22_CHOM1564"":null,""P22_ACT1564"":null,""P22_EMPLT"":null,""ETTOT24"":null}",2026-05-23T21:33:16.287347
B02_STAGING_20260523_213217,stg_raw_socioeco.csv,R13,P22_POP null ou <= 0 — commune inutilisable,5,"{""CODGEO"":""72298"",""code_departement"":""72"",""P22_POP"":null,""P16_POP"":null,""P22_MEN"":null,""MED_SL23"":null,""PR_MD60_23"":null,""P22_CHOM1564"":null,""P22_ACT1564"":null,""P22_EMPLT"":null,""ETTOT24"":null}",2026-05-23T21:33:16.287347
B02_STAGING_20260523_213217,stg_raw_socioeco.csv,R13,P22_POP null ou <= 0 — commune inutilisable,5,"{""CODGEO"":""85021"",""code_departement"":""85"",""P22_POP"":null,""P16_POP"":null,""P22_MEN"":null,""MED_SL23"":null,""PR_MD60_23"":null,""P22_CHOM1564"":null,""P22_ACT1564"":null,""P22_EMPLT"":null,""ETTOT24"":null}",2026-05-23T21:33:16.287347
B02_STAGING_20260523_213217,stg_raw_socioeco.csv,R13,P22_POP null ou <= 0 — commune inutilisable,5,"{""CODGEO"":""85233"",""code_departement"":""85"",""P22_POP"":null,""P16_POP"":null,""P22_MEN"":null,""MED_SL23"":null,""PR_MD60_23"":null,""P22_CHOM1564"":null,""P22_ACT1564"":null,""P22_EMPLT"":null,""ETTOT24"":null}",2026-05-23T21:33:16.287347
