commune_sk,code_commune,libelle_commune,code_departement,region,code_region
631,53050,Chammes,53,Pays de la Loire,52
632,53051,Champéon,53,Pays de la Loire,52
633,53052,Champfrémont,53,Pays de la Loire,52
634,53053,Champgenéteux,53,Pays de la Loire,52
635,53054,Changé,53,Pays de la Loire,52
636,53055,Chantrigné,53,Pays de la Loire,52
637,53056,La Chapelle-Anthenaise,53,Pays de la Loire,52
638,53057,La Chapelle-Au-Riboul,53,Pays de la Loire,52
639,53058,La Chapelle-Craonnaise,53,Pays de la Loire,52
640,53059,La Chapelle-Rainsouin,53,Pays de la Loire,52
641,53061,Charchigné,53,Pays de la Loire,52
642,53062,Château-Gontier-Sur-Mayenne,53,Pays de la Loire,52
643,53063,Châtelain,53,Pays de la Loire,52
644,53064,Châtillon-Sur-Colmont,53,Pays de la Loire,52
645,53065,Châtres-La-Forêt,53,Pays de la Loire,52
646,53066,Chemazé,53,Pays de la Loire,52
647,53067,Chémeré-Le-Roi,53,Pays de la Loire,52
648,53068,Chérancé,53,Pays de la Loire,52
649,53069,Chevaigné-Du-Maine,53,Pays de la Loire,52
650,53071,Colombiers-Du-Plessis,53,Pays de la Loire,52
651,53072,Commer,53,Pays de la Loire,52
652,53073,Congrier,53,Pays de la Loire,52
653,53074,Contest,53,Pays de la Loire,52
654,53075,Cosmes,53,Pays de la Loire,52
655,53076,Cossé-En-Champagne,53,Pays de la Loire,52
656,53077,Cossé-Le-Vivien,53,Pays de la Loire,52
657,53078,Coudray,53,Pays de la Loire,52
658,53079,Couesmes-Vaucé,53,Pays de la Loire,52
659,53080,Couptrain,53,Pays de la Loire,52
660,53082,Courbeveille,53,Pays de la Loire,52
661,53083,Courcité,53,Pays de la Loire,52
662,53084,Craon,53,Pays de la Loire,52
663,53085,Crennes-Sur-Fraubée,53,Pays de la Loire,52
664,53086,La Croixille,53,Pays de la Loire,52
665,53087,La Cropte,53,Pays de la Loire,52
666,53088,Cuillé,53,Pays de la Loire,52
667,53089,Daon,53,Pays de la Loire,52
668,53090,Denazé,53,Pays de la Loire,52
669,53091,Désertines,53,Pays de la Loire,52
670,53092,Deux-Evailles,53,Pays de la Loire,52
671,53093,La Dorée,53,Pays de la Loire,52
672,53094,Entrammes,53,Pays de la Loire,52
673,53095,Epineux-Le-Seguin,53,Pays de la Loire,52
674,53096,Ernée,53,Pays de la Loire,52
675,53097,Evron,53,Pays de la Loire,52
676,53098,Fontaine-Couverte,53,Pays de la Loire,52
677,53099,Forcé,53,Pays de la Loire,52
678,53100,Fougerolles-Du-Plessis,53,Pays de la Loire,52
679,53101,Fromentières,53,Pays de la Loire,52
680,53102,Gastines,53,Pays de la Loire,52
681,53103,Le Genest-Saint-Isle,53,Pays de la Loire,52
682,53104,Gennes-Longuefuye,53,Pays de la Loire,52
683,53105,Gesnes,53,Pays de la Loire,52
684,53106,Gesvres,53,Pays de la Loire,52
685,53107,Gorron,53,Pays de la Loire,52
686,53108,La Gravelle,53,Pays de la Loire,52
687,53109,Grazay,53,Pays de la Loire,52
688,53110,Grez-En-Bouère,53,Pays de la Loire,52
689,53111,La Haie-Traversaine,53,Pays de la Loire,52
690,53112,Le Ham,53,Pays de la Loire,52
691,53113,Hambers,53,Pays de la Loire,52
692,53114,Hardanges,53,Pays de la Loire,52
693,53115,Hercé,53,Pays de la Loire,52
694,53116,Le Horps,53,Pays de la Loire,52
695,53117,Houssay,53,Pays de la Loire,52
696,53118,Le Housseau-Brétignolles,53,Pays de la Loire,52
697,53119,L'Huisserie,53,Pays de la Loire,52
698,53120,Izé,53,Pays de la Loire,52
699,53121,Javron-Les-Chapelles,53,Pays de la Loire,52
700,53122,Jublains,53,Pays de la Loire,52
701,53123,Juvigné,53,Pays de la Loire,52
702,53124,Prée-D'Anjou,53,Pays de la Loire,52
703,53125,Landivy,53,Pays de la Loire,52
704,53126,Larchamp,53,Pays de la Loire,52
705,53127,Lassay-Les-Châteaux,53,Pays de la Loire,52
706,53128,Laubrières,53,Pays de la Loire,52
707,53129,Launay-Villiers,53,Pays de la Loire,52
708,53130,Laval,53,Pays de la Loire,52
709,53131,Lesbois,53,Pays de la Loire,52
710,53132,Levaré,53,Pays de la Loire,52
711,53133,Lignières-Orgères,53,Pays de la Loire,52
712,53134,Livet,53,Pays de la Loire,52
713,53135,Livré-La-Touche,53,Pays de la Loire,52
714,53136,La Roche-Neuville,53,Pays de la Loire,52
715,53137,Loiron-Ruillé,53,Pays de la Loire,52
716,53138,Longuefuye,53,Pays de la Loire,52
717,53139,Loupfougères,53,Pays de la Loire,52
718,53140,Louverné,53,Pays de la Loire,52
719,53141,Louvigné,53,Pays de la Loire,52
720,53142,Madré,53,Pays de la Loire,52
721,53143,Maisoncelles-Du-Maine,53,Pays de la Loire,52
722,53144,Marcillé-La-Ville,53,Pays de la Loire,52
723,53145,Marigné-Peuton,53,Pays de la Loire,52
724,53146,Martigné-Sur-Mayenne,53,Pays de la Loire,52
725,53147,Mayenne,53,Pays de la Loire,52
726,53148,Mée,53,Pays de la Loire,52
727,53150,Ménil,53,Pays de la Loire,52
728,53151,Méral,53,Pays de la Loire,52
729,53152,Meslay-Du-Maine,53,Pays de la Loire,52
730,53153,Mézangers,53,Pays de la Loire,52
731,53154,Montaudin,53,Pays de la Loire,52
732,53155,Montenay,53,Pays de la Loire,52
733,53156,Montflours,53,Pays de la Loire,52
734,53157,Montigné-Le-Brillant,53,Pays de la Loire,52
735,53158,Montjean,53,Pays de la Loire,52
736,53159,Montourtier,53,Pays de la Loire,52
737,53160,Montreuil-Poulay,53,Pays de la Loire,52
738,53161,Montsûrs,53,Pays de la Loire,52
739,53162,Moulay,53,Pays de la Loire,52
740,53163,Neau,53,Pays de la Loire,52
741,53164,Neuilly-Le-Vendin,53,Pays de la Loire,52
742,53165,Niafles,53,Pays de la Loire,52
743,53168,Nuillé-Sur-Vicoin,53,Pays de la Loire,52
744,53169,Olivet,53,Pays de la Loire,52
745,53170,Oisseau,53,Pays de la Loire,52
746,53172,Origné,53,Pays de la Loire,52
747,53173,La Pallu,53,Pays de la Loire,52
748,53174,Parigné-Sur-Braye,53,Pays de la Loire,52
749,53175,Parné-Sur-Roc,53,Pays de la Loire,52
750,53176,Le Pas,53,Pays de la Loire,52
751,53177,La Pellerine,53,Pays de la Loire,52
752,53178,Peuton,53,Pays de la Loire,52
753,53179,Placé,53,Pays de la Loire,52
754,53180,Pommerieux,53,Pays de la Loire,52
755,53181,Pontmain,53,Pays de la Loire,52
756,53182,Port-Brillet,53,Pays de la Loire,52
757,53184,Préaux,53,Pays de la Loire,52
758,53185,Pré-En-Pail-Saint-Samson,53,Pays de la Loire,52
759,53186,Quelaines-Saint-Gault,53,Pays de la Loire,52
760,53187,Ravigny,53,Pays de la Loire,52
761,53188,Renazé,53,Pays de la Loire,52
762,53189,Rennes-En-Grenouilles,53,Pays de la Loire,52
763,53190,Le Ribay,53,Pays de la Loire,52
764,53191,La Roë,53,Pays de la Loire,52
765,53192,La Rouaudière,53,Pays de la Loire,52
766,53193,Ruillé-Froid-Fonds,53,Pays de la Loire,52
767,53194,Ruill?-Le-Gravelais,53,Pays de la Loire,52
768,53195,Sacé,53,Pays de la Loire,52
769,53196,Saint-Aignan-De-Couptrain,53,Pays de la Loire,52
770,53197,Saint-Aignan-Sur-Roë,53,Pays de la Loire,52
771,53198,Saint-Aubin-Du-Désert,53,Pays de la Loire,52
772,53199,Saint-Aubin-Fosse-Louvain,53,Pays de la Loire,52
773,53200,Saint-Baudelle,53,Pays de la Loire,52
774,53201,Saint-Berthevin,53,Pays de la Loire,52
775,53202,Saint-Berthevin-La-Tannière,53,Pays de la Loire,52
776,53203,Saint-Brice,53,Pays de la Loire,52
777,53204,Saint-Calais-Du-Désert,53,Pays de la Loire,52
778,53205,Saint-C?Ner?,53,Pays de la Loire,52
779,53206,Saint-Charles-La-Forêt,53,Pays de la Loire,52
780,53207,Saint-Christophe-Du-Luat,53,Pays de la Loire,52
781,53208,Saint-Cyr-En-Pail,53,Pays de la Loire,52
782,53209,Saint-Cyr-Le-Gravelais,53,Pays de la Loire,52
783,53210,Saint-Denis-D'Anjou,53,Pays de la Loire,52
784,53211,Saint-Denis-De-Gastines,53,Pays de la Loire,52
785,53212,Saint-Denis-Du-Maine,53,Pays de la Loire,52
786,53213,Saint-Ellier-Du-Maine,53,Pays de la Loire,52
787,53214,Saint-Erblon,53,Pays de la Loire,52
788,53215,Saint-Fort,53,Pays de la Loire,52
789,53216,Saint-Fraimbault-De-Prières,53,Pays de la Loire,52
790,53218,Sainte-Gemmes-Le-Robert,53,Pays de la Loire,52
791,53219,Saint-Georges-Buttavent,53,Pays de la Loire,52
792,53220,Saint-Georges-Le-Fléchard,53,Pays de la Loire,52
793,53221,Saint-Georges-Sur-Erve,53,Pays de la Loire,52
794,53222,Saint-Germain-D'Anxure,53,Pays de la Loire,52
795,53223,Saint-Germain-De-Coulamer,53,Pays de la Loire,52
796,53224,Saint-Germain-Le-Fouilloux,53,Pays de la Loire,52
797,53225,Saint-Germain-Le-Guillaume,53,Pays de la Loire,52
798,53226,Saint-Hilaire-Du-Maine,53,Pays de la Loire,52
799,53228,Blandouet-Saint Jean,53,Pays de la Loire,52
800,53229,Saint-Jean-Sur-Mayenne,53,Pays de la Loire,52
801,53230,Saint-Julien-Du-Terroux,53,Pays de la Loire,52
802,53231,Saint-Laurent-Des-Mortiers,53,Pays de la Loire,52
803,53232,Saint-Léger-En-Charnie,53,Pays de la Loire,52
804,53233,Saint-Loup-Du-Dorat,53,Pays de la Loire,52
805,53234,Saint-Loup-Du-Gast,53,Pays de la Loire,52
806,53235,Sainte-Marie-Du-Bois,53,Pays de la Loire,52
807,53236,Saint-Mars-Du-Désert,53,Pays de la Loire,52
808,53237,Saint-Mars-Sur-Colmont,53,Pays de la Loire,52
809,53238,Saint-Mars-Sur-La-Futaie,53,Pays de la Loire,52
810,53239,Saint-Martin-De-Connée,53,Pays de la Loire,52
811,53240,Saint-Martin-Du-Limet,53,Pays de la Loire,52
812,53241,Saint-Michel-De-Feins,53,Pays de la Loire,52
813,53242,Saint-Michel-De-La-Roë,53,Pays de la Loire,52
814,53243,Saint-Ouën-Des-Toits,53,Pays de la Loire,52
815,53244,Saint-Ouën-Des-Vallons,53,Pays de la Loire,52
816,53245,Saint-Pierre-Des-Landes,53,Pays de la Loire,52
817,53246,Saint-Pierre-Des-Nids,53,Pays de la Loire,52
818,53247,Saint-Pierre-La-Cour,53,Pays de la Loire,52
819,53248,Saint-Pierre-Sur-Erve,53,Pays de la Loire,52
820,53249,Vimartin-Sur-Orthe,53,Pays de la Loire,52
821,53250,Saint-Poix,53,Pays de la Loire,52
822,53251,Saint-Quentin-Les-Anges,53,Pays de la Loire,52
823,53252,Saint-Samson,53,Pays de la Loire,52
824,53253,Saint-Saturnin-Du-Limet,53,Pays de la Loire,52
825,53254,Saint-Sulpice,53,Pays de la Loire,52
826,53255,Sainte-Suzanne Et Chammes,53,Pays de la Loire,52
827,53256,Saint-Thomas-De-Courceriers,53,Pays de la Loire,52
828,53257,Saulges,53,Pays de la Loire,52
829,53258,La Selle-Craonnaise,53,Pays de la Loire,52
830,53259,Senonnes,53,Pays de la Loire,52
831,53260,Simplé,53,Pays de la Loire,52
832,53261,Soucé,53,Pays de la Loire,52
833,53262,Soulgé-Sur-Ouette,53,Pays de la Loire,52
834,53263,Thuboeuf,53,Pays de la Loire,52
835,53264,Thorigné-En-Charnie,53,Pays de la Loire,52
836,53265,Torcé-Viviers-En-Charnie,53,Pays de la Loire,52
837,53266,Trans,53,Pays de la Loire,52
838,53267,Vaiges,53,Pays de la Loire,52
839,53269,Vautorte,53,Pays de la Loire,52
840,53270,Vieuvy,53,Pays de la Loire,52
841,53271,Villaines-La-Juhel,53,Pays de la Loire,52
842,53272,Villepail,53,Pays de la Loire,52
843,53273,Villiers-Charlemagne,53,Pays de la Loire,52
844,53274,Vimarcé,53,Pays de la Loire,52
845,53276,Voutré,53,Pays de la Loire,52
846,72001,Aigné,72,Pays de la Loire,52
847,72002,Aillières-Beauvoir,72,Pays de la Loire,52
848,72003,Allonnes,72,Pays de la Loire,52
849,72004,Amné-En-Champagne,72,Pays de la Loire,52
850,72005,Ancinnes,72,Pays de la Loire,52
851,72006,Arçonnay,72,Pays de la Loire,52
852,72007,Ardenay-Sur-Mérize,72,Pays de la Loire,52
853,72008,Arnage,72,Pays de la Loire,52
854,72009,Arthezé,72,Pays de la Loire,52
855,72010,Asnières-Sur-Vègre,72,Pays de la Loire,52
856,72011,Assé-Le-Boisne,72,Pays de la Loire,52
857,72012,Assé-Le-Riboul,72,Pays de la Loire,52
858,72013,Aubigné-Racan,72,Pays de la Loire,52
859,72015,Les Aulneaux,72,Pays de la Loire,52
860,72016,Auvers-Le-Hamon,72,Pays de la Loire,52
861,72017,Auvers-Sous-Montfaucon,72,Pays de la Loire,52
862,72018,Avesnes-En-Saosnois,72,Pays de la Loire,52
863,72019,Avessé,72,Pays de la Loire,52
864,72020,Avezé,72,Pays de la Loire,52
865,72021,Avoise,72,Pays de la Loire,52
866,72022,Le Bailleul,72,Pays de la Loire,52
867,72023,Ballon-Saint Mars,72,Pays de la Loire,52
868,72024,La Bazoge,72,Pays de la Loire,52
869,72025,Bazouges Cré Sur Loir,72,Pays de la Loire,52
870,72026,Beaufay,72,Pays de la Loire,52
871,72027,Beaumont-Sur-Dême,72,Pays de la Loire,52
872,72028,Beaumont-Pied-De-Boeuf,72,Pays de la Loire,52
873,72029,Beaumont-Sur-Sarthe,72,Pays de la Loire,52
874,72031,Beillé,72,Pays de la Loire,52
875,72032,Berfay,72,Pays de la Loire,52
876,72033,Bernay-En-Champagne,72,Pays de la Loire,52
877,72034,Bérus,72,Pays de la Loire,52
878,72035,Bessé-Sur-Braye,72,Pays de la Loire,52
879,72036,Béthon,72,Pays de la Loire,52
880,72037,Blèves,72,Pays de la Loire,52
881,72038,Boëssé-Le-Sec,72,Pays de la Loire,52
882,72039,Bonnétable,72,Pays de la Loire,52
883,72040,La Bosse,72,Pays de la Loire,52
884,72041,Bouër,72,Pays de la Loire,52
885,72042,Bouloire,72,Pays de la Loire,52
886,72043,Bourg-Le-Roi,72,Pays de la Loire,52
887,72044,Bousse,72,Pays de la Loire,52
888,72045,Brains-Sur-Gée,72,Pays de la Loire,52
889,72046,Le Breil-Sur-Mérize,72,Pays de la Loire,52
890,72047,Brette-Les-Pins,72,Pays de la Loire,52
891,72048,Briosne-Lès-Sables,72,Pays de la Loire,52
892,72049,La Bruère-Sur-Loir,72,Pays de la Loire,52
893,72050,Brûlon,72,Pays de la Loire,52
894,72051,Cérans-Foulletourte,72,Pays de la Loire,52
895,72052,Chahaignes,72,Pays de la Loire,52
896,72053,Challes,72,Pays de la Loire,52
897,72054,Champagné,72,Pays de la Loire,52
898,72056,Champfleur,72,Pays de la Loire,52
899,72057,Champrond,72,Pays de la Loire,52
900,72058,Changé,72,Pays de la Loire,52
901,72059,Chantenay-Villedieu,72,Pays de la Loire,52
902,72060,La Chapelle-Aux-Choux,72,Pays de la Loire,52
903,72061,La Chapelle-D'Aligné,72,Pays de la Loire,52
904,72062,La Chapelle-Du-Bois,72,Pays de la Loire,52
905,72063,La Chapelle-Gaugain,72,Pays de la Loire,52
906,72064,La Chapelle-Huon,72,Pays de la Loire,52
907,72065,La Chapelle-Saint-Aubin,72,Pays de la Loire,52
908,72066,La Chapelle-Saint-Fray,72,Pays de la Loire,52
909,72067,La Chapelle-Saint-Rémy,72,Pays de la Loire,52
910,72068,La Chartre-Sur-Le-Loir,72,Pays de la Loire,52
911,72069,Chass?,72,Pays de la Loire,52
912,72070,Chassillé,72,Pays de la Loire,52
913,72071,Montval-Sur-Loir,72,Pays de la Loire,52
914,72072,Château-L'Hermitage,72,Pays de la Loire,52
915,72073,Chaufour-Notre-Dame,72,Pays de la Loire,52
916,72074,Chemiré-En-Charnie,72,Pays de la Loire,52
917,72075,Chemiré-Le-Gaudin,72,Pays de la Loire,52
918,72076,Chenay,72,Pays de la Loire,52
919,72077,Chenu,72,Pays de la Loire,52
920,72078,Chérancé,72,Pays de la Loire,52
921,72079,Chérisay,72,Pays de la Loire,52
922,72080,Cherré-Au,72,Pays de la Loire,52
923,72081,Cherreau,72,Pays de la Loire,52
924,72082,Le Chevain,72,Pays de la Loire,52
925,72083,Chevillé,72,Pays de la Loire,52
926,72084,Clermont-Créans,72,Pays de la Loire,52
927,72085,Cogners,72,Pays de la Loire,52
928,72086,Commerveil,72,Pays de la Loire,52
929,72087,Conflans-Sur-Anille,72,Pays de la Loire,52
930,72088,Congé-Sur-Orne,72,Pays de la Loire,52
931,72089,Conlie,72,Pays de la Loire,52
932,72090,Connerré,72,Pays de la Loire,52
933,72091,Contilly,72,Pays de la Loire,52
934,72093,Cormes,72,Pays de la Loire,52
935,72094,Coudrecieux,72,Pays de la Loire,52
936,72095,Coulaines,72,Pays de la Loire,52
937,72096,Coulans-Sur-Gée,72,Pays de la Loire,52
938,72097,Coulombiers,72,Pays de la Loire,52
939,72098,Coulongé,72,Pays de la Loire,52
940,72099,Courceboeufs,72,Pays de la Loire,52
941,72100,Courcelles-La-Forêt,72,Pays de la Loire,52
942,72101,Courcemont,72,Pays de la Loire,52
943,72102,Courcival,72,Pays de la Loire,52
944,72103,Courdemanche,72,Pays de la Loire,52
945,72104,Courgains,72,Pays de la Loire,52
946,72105,Courgenard,72,Pays de la Loire,52
947,72106,Courtillers,72,Pays de la Loire,52
948,72107,Crannes-En-Champagne,72,Pays de la Loire,52
949,72108,Cr?,72,Pays de la Loire,52
950,72109,Crissé,72,Pays de la Loire,52
951,72110,Crosmières,72,Pays de la Loire,52
952,72111,Cures,72,Pays de la Loire,52
953,72112,Dangeul,72,Pays de la Loire,52
954,72113,Degré,72,Pays de la Loire,52
955,72114,Dehault,72,Pays de la Loire,52
956,72115,Dissay-Sous-Courcillon,72,Pays de la Loire,52
957,72116,Dissé-Sous-Ballon,72,Pays de la Loire,52
958,72117,Dissé-Sous-Le-Lude,72,Pays de la Loire,52
959,72118,Dollon,72,Pays de la Loire,52
960,72119,Domfront-En-Champagne,72,Pays de la Loire,52
961,72120,Doucelles,72,Pays de la Loire,52
962,72121,Douillet-Le-Joly,72,Pays de la Loire,52
963,72122,Duneau,72,Pays de la Loire,52
964,72123,Dureil,72,Pays de la Loire,52
965,72124,Ecommoy,72,Pays de la Loire,52
966,72125,Ecorpain,72,Pays de la Loire,52
967,72126,Epineu-Le-Chevreuil,72,Pays de la Loire,52
968,72127,Etival-Lès-Le-Mans,72,Pays de la Loire,52
969,72128,Val-D'Etangson,72,Pays de la Loire,52
970,72129,Fatines,72,Pays de la Loire,52
971,72130,Fay,72,Pays de la Loire,52
972,72131,Fercé-Sur-Sarthe,72,Pays de la Loire,52
973,72132,La Ferté-Bernard,72,Pays de la Loire,52
974,72133,Fillé-Sur-Sarthe,72,Pays de la Loire,52
975,72134,Flée,72,Pays de la Loire,52
976,72135,La Fontaine-Saint-Martin,72,Pays de la Loire,52
977,72136,Fontenay-Sur-Vègre,72,Pays de la Loire,52
978,72137,Villeneuve En Perseigne,72,Pays de la Loire,52
979,72138,Fresnay-Sur-Sarthe,72,Pays de la Loire,52
980,72139,Fyé,72,Pays de la Loire,52
981,72141,Gesnes-Le-Gandelin,72,Pays de la Loire,52
982,72142,Grandchamp,72,Pays de la Loire,52
983,72143,Le Grand-Lucé,72,Pays de la Loire,52
984,72144,Gréez-Sur-Roc,72,Pays de la Loire,52
985,72145,Le Grez,72,Pays de la Loire,52
986,72146,Guécélard,72,Pays de la Loire,52
987,72147,La Guierche,72,Pays de la Loire,52
988,72148,Jauzé,72,Pays de la Loire,52
989,72149,Joué-En-Charnie,72,Pays de la Loire,52
990,72150,Joué-L'Abbé,72,Pays de la Loire,52
991,72151,Juigné-Sur-Sarthe,72,Pays de la Loire,52
992,72152,Juillé,72,Pays de la Loire,52
993,72153,Jupilles,72,Pays de la Loire,52
994,72154,La Flèche,72,Pays de la Loire,52
995,72155,Laigné-En-Belin,72,Pays de la Loire,52
996,72156,Lamnay,72,Pays de la Loire,52
997,72157,Lavardin,72,Pays de la Loire,52
998,72158,Lavaré,72,Pays de la Loire,52
999,72159,Lavenay,72,Pays de la Loire,52
1000,72160,Lavernat,72,Pays de la Loire,52
1001,72161,Lhomme,72,Pays de la Loire,52
1002,72162,Ligni?Res-La-Carelle,72,Pays de la Loire,52
1003,72163,Ligron,72,Pays de la Loire,52
1004,72164,Livet-En-Saosnois,72,Pays de la Loire,52
1005,72165,Lombron,72,Pays de la Loire,52
1006,72166,Longnes,72,Pays de la Loire,52
1007,72167,Louailles,72,Pays de la Loire,52
1008,72168,Loué,72,Pays de la Loire,52
1009,72169,Louplande,72,Pays de la Loire,52
1010,72170,Louvigny,72,Pays de la Loire,52
1011,72171,Louzes,72,Pays de la Loire,52
1012,72172,Le Luart,72,Pays de la Loire,52
1013,72173,Luceau,72,Pays de la Loire,52
1014,72174,Lucé-Sous-Ballon,72,Pays de la Loire,52
1015,72175,Luché-Pringé,72,Pays de la Loire,52
1016,72176,Le Lude,72,Pays de la Loire,52
1017,72177,Maigné,72,Pays de la Loire,52
1018,72178,Maisoncelles,72,Pays de la Loire,52
1019,72179,Malicorne-Sur-Sarthe,72,Pays de la Loire,52
1020,72180,Mamers,72,Pays de la Loire,52
1021,72181,Le Mans,72,Pays de la Loire,52
1022,72182,Mansigné,72,Pays de la Loire,52
1023,72183,Marçon,72,Pays de la Loire,52
1024,72184,Mareil-En-Champagne,72,Pays de la Loire,52
1025,72185,Mareil-Sur-Loir,72,Pays de la Loire,52
1026,72186,Maresché,72,Pays de la Loire,52
1027,72187,Marigné-Laillé,72,Pays de la Loire,52
1028,72188,Marollette,72,Pays de la Loire,52
1029,72189,Marolles-Les-Braults,72,Pays de la Loire,52
1030,72190,Marolles-Lès-Saint-Calais,72,Pays de la Loire,52
1031,72191,Mayet,72,Pays de la Loire,52
1032,72192,Les Mées,72,Pays de la Loire,52
1033,72193,Melleray,72,Pays de la Loire,52
1034,72194,Meurcé,72,Pays de la Loire,52
1035,72195,Mézeray,72,Pays de la Loire,52
1036,72196,Mézières-Sur-Ponthouin,72,Pays de la Loire,52
1037,72197,Mézières-Sous-Lavardin,72,Pays de la Loire,52
1038,72198,La Milesse,72,Pays de la Loire,52
1039,72199,Moitron-Sur-Sarthe,72,Pays de la Loire,52
1040,72200,Moncé-En-Belin,72,Pays de la Loire,52
1041,72201,Moncé-En-Saosnois,72,Pays de la Loire,52
1042,72202,Monhoudou,72,Pays de la Loire,52
1043,72203,Montabon,72,Pays de la Loire,52
1044,72204,Montaillé,72,Pays de la Loire,52
1045,72205,Montbizot,72,Pays de la Loire,52
1046,72207,Montigny,72,Pays de la Loire,52
1047,72208,Montmirail,72,Pays de la Loire,52
1048,72209,Montreuil-Le-Chétif,72,Pays de la Loire,52
1049,72210,Montreuil-Le-Henri,72,Pays de la Loire,52
1050,72211,Mont-Saint-Jean,72,Pays de la Loire,52
1051,72212,Moulins-Le-Carbonnel,72,Pays de la Loire,52
1052,72213,Mulsanne,72,Pays de la Loire,52
1053,72214,Nauvay,72,Pays de la Loire,52
1054,72215,Neufchâtel-En-Saosnois,72,Pays de la Loire,52
1055,72216,Neuvillalais,72,Pays de la Loire,52
1056,72217,Neuville-Sur-Sarthe,72,Pays de la Loire,52
1057,72218,Neuvillette-En-Charnie,72,Pays de la Loire,52
1058,72219,Bernay-Neuvy-En-Champagne,72,Pays de la Loire,52
1059,72220,Nogent-Le-Bernard,72,Pays de la Loire,52
1060,72221,Nogent-Sur-Loir,72,Pays de la Loire,52
1061,72222,Nouans,72,Pays de la Loire,52
1062,72223,Noyen-Sur-Sarthe,72,Pays de la Loire,52
1063,72224,Nuillé-Le-Jalais,72,Pays de la Loire,52
1064,72225,Oisseau-Le-Petit,72,Pays de la Loire,52
1065,72226,Oizé,72,Pays de la Loire,52
1066,72227,Panon,72,Pays de la Loire,52
1067,72228,Parcé-Sur-Sarthe,72,Pays de la Loire,52
1068,72229,Parennes,72,Pays de la Loire,52
1069,72230,Parigné-Le-Pôlin,72,Pays de la Loire,52
1070,72231,Parigné-L'Evêque,72,Pays de la Loire,52
1071,72232,Notre-Dame-Du-Pé,72,Pays de la Loire,52
1072,72233,Peray,72,Pays de la Loire,52
1073,72234,Pezé-Le-Robert,72,Pays de la Loire,52
1074,72235,Piacé,72,Pays de la Loire,52
1075,72236,Pincé,72,Pays de la Loire,52
1076,72237,Pirmil,72,Pays de la Loire,52
1077,72238,Pizieux,72,Pays de la Loire,52
1078,72239,Poillé-Sur-Vègre,72,Pays de la Loire,52
1079,72240,Ponc?-Sur-Le-Loir,72,Pays de la Loire,52
1080,72241,Montfort-Le-Gesnois,72,Pays de la Loire,52
1081,72243,Pontvallain,72,Pays de la Loire,52
1082,72244,Précigné,72,Pays de la Loire,52
1083,72245,Préval,72,Pays de la Loire,52
1084,72246,Prévelles,72,Pays de la Loire,52
1085,72247,Pruillé-Le-Chétif,72,Pays de la Loire,52
1086,72248,Pruillé-L'Eguillé,72,Pays de la Loire,52
1087,72249,La Quinte,72,Pays de la Loire,52
1088,72250,Rahay,72,Pays de la Loire,52
1089,72251,René,72,Pays de la Loire,52
1090,72252,Requeil,72,Pays de la Loire,52
1091,72253,Roézé-Sur-Sarthe,72,Pays de la Loire,52
1092,72254,Rouessé-Fontaine,72,Pays de la Loire,52
1093,72255,Rouessé-Vassé,72,Pays de la Loire,52
1094,72256,Rouez-En-Champagne,72,Pays de la Loire,52
1095,72257,Rouillon,72,Pays de la Loire,52
1096,72258,Roull?E,72,Pays de la Loire,52
1097,72259,Rouperroux-Le-Coquet,72,Pays de la Loire,52
1098,72260,Ruaudin,72,Pays de la Loire,52
1099,72261,Ruillé-En-Champagne,72,Pays de la Loire,52
1100,72262,Loir En Vallée,72,Pays de la Loire,52
1101,72264,Sablé-Sur-Sarthe,72,Pays de la Loire,52
1102,72265,Saint-Aignan,72,Pays de la Loire,52
1103,72266,Saint-Aubin-De-Locquenay,72,Pays de la Loire,52
1104,72267,Saint-Aubin-Des-Coudrais,72,Pays de la Loire,52
1105,72268,Saint-Biez-En-Belin,72,Pays de la Loire,52
1106,72269,Saint-Calais,72,Pays de la Loire,52
1107,72270,Saint-Calez-En-Saosnois,72,Pays de la Loire,52
1108,72271,Saint-Célerin,72,Pays de la Loire,52
1109,72272,Sainte-Cérotte,72,Pays de la Loire,52
1110,72273,Saint-Christophe-Du-Jambet,72,Pays de la Loire,52
1111,72274,Saint-Christophe-En-Champagne,72,Pays de la Loire,52
1112,72275,Saint-Corneille,72,Pays de la Loire,52
1113,72276,Saint-Cosme-En-Vairais,72,Pays de la Loire,52
1114,72277,Saint-Denis-Des-Coudrais,72,Pays de la Loire,52
1115,72278,Saint-Denis-D'Orques,72,Pays de la Loire,52
1116,72279,Saint-Georges-De-La-Couée,72,Pays de la Loire,52
1117,72280,Saint-Georges-Du-Bois,72,Pays de la Loire,52
1118,72281,Saint-Georges-Du-Rosay,72,Pays de la Loire,52
1119,72282,Saint-Georges-Le-Gaultier,72,Pays de la Loire,52
1120,72283,Saint-Germain-D'Arcé,72,Pays de la Loire,52
1121,72284,Saint-Germain-Sur-Sarthe,72,Pays de la Loire,52
1122,72286,Saint-Gervais-De-Vic,72,Pays de la Loire,52
1123,72287,Saint-Gervais-En-Belin,72,Pays de la Loire,52
1124,72288,Saint-Hilaire-Le-Lierru,72,Pays de la Loire,52
1125,72289,Sainte-Jamme-Sur-Sarthe,72,Pays de la Loire,52
1126,72290,Saint-Jean-D'Assé,72,Pays de la Loire,52
1127,72291,Saint-Jean-De-La-Motte,72,Pays de la Loire,52
