id_election,annee,code_commune,population_totale,revenu_median,taux_pauvrete,taux_chomage,nb_entreprises,taux_faits_securite_pour_mille
2017_legi_t1,2017,72087,460,26120,,4.427172,16,0
2017_legi_t1,2017,72088,320,25140,,8.296943,9,0
2017_legi_t1,2017,72089,1828,24300,,10.810811,72,0
2017_legi_t1,2017,72090,2838,24270,,9.30612,95,7.069409
2017_legi_t1,2017,72091,135,25150,,5.050505,4,0
2017_legi_t1,2017,72093,886,26650,,6.31068,19,0
2017_legi_t1,2017,72094,638,23620,,10.354223,14,0
2017_legi_t1,2017,72095,8049,21320,28,15.077124,139,3.793504
2017_legi_t1,2017,72096,1619,27030,,5.294627,45,0
2017_legi_t1,2017,72097,,,,,,
2017_legi_t1,2017,72098,512,24070,,11.146631,10,0
2017_legi_t1,2017,72099,641,25210,,5.472637,10,0
2017_legi_t1,2017,72100,403,24400,,8.075892,13,0
2017_legi_t1,2017,72101,670,24290,,8.577643,16,0
2017_legi_t1,2017,72102,83,,,8.064516,2,0
2017_legi_t1,2017,72103,614,23660,,10.637908,21,0
2017_legi_t1,2017,72104,585,23220,,9.411765,10,0
2017_legi_t1,2017,72105,460,28090,,7.236842,7,0
2017_legi_t1,2017,72106,910,26580,,5.211726,8,0
2017_legi_t1,2017,72107,341,27990,,6.306306,8,0
2017_legi_t1,2017,72109,544,25610,,11.233945,12,0
2017_legi_t1,2017,72110,993,24520,,6.211219,24,0
2017_legi_t1,2017,72111,490,26630,,6.725146,12,0
2017_legi_t1,2017,72112,482,23670,,13.31058,20,0
2017_legi_t1,2017,72113,746,28160,,5.554254,15,0
2017_legi_t1,2017,72114,250,25820,,6.043956,12,0
2017_legi_t1,2017,72115,942,24280,,8.444639,26,0
2017_legi_t1,2017,72116,,,,,,
2017_legi_t1,2017,72117,,,,,,
2017_legi_t1,2017,72118,1433,24670,,9.62877,31,0
2017_legi_t1,2017,72119,1062,28120,,8.818513,14,0
2017_legi_t1,2017,72120,225,25660,,9.375,7,0
2017_legi_t1,2017,72121,318,25090,,7.270995,10,0
2017_legi_t1,2017,72122,1076,25760,,5.42966,16,0
2017_legi_t1,2017,72123,61,,,0,1,0
2017_legi_t1,2017,72124,4818,24770,11,11.002334,143,1.694227
2017_legi_t1,2017,72125,304,24740,,6.482114,10,0
2017_legi_t1,2017,72126,290,24330,,7.8125,11,0
2017_legi_t1,2017,72127,1852,27840,,5.124099,16,4.429697
2017_legi_t1,2017,72128,526,24390,,9.742462,10,0
2017_legi_t1,2017,72129,905,26830,,5.555556,14,0
2017_legi_t1,2017,72130,736,29030,,3.69822,13,0
2017_legi_t1,2017,72131,577,25100,,5.955725,10,0
2017_legi_t1,2017,72132,8769,23720,18,12.009483,401,1.721829
2017_legi_t1,2017,72133,1543,28910,,4.665314,22,0
2017_legi_t1,2017,72134,525,24260,,7.228224,12,0
2017_legi_t1,2017,72135,600,24670,,10.31746,6,0
2017_legi_t1,2017,72136,309,26510,,4.147465,8,0
2017_legi_t1,2017,72137,2189,26010,,4.548844,36,0
2017_legi_t1,2017,72138,2909,23250,,13.329155,104,0
2017_legi_t1,2017,72139,995,24100,,4.972698,25,0
2017_legi_t1,2017,72141,889,25040,,9.165303,16,0
2017_legi_t1,2017,72142,141,23940,,4,6,0
2017_legi_t1,2017,72143,1941,23840,,8.069651,64,0
2017_legi_t1,2017,72144,339,23710,,7.273679,11,0
2017_legi_t1,2017,72145,384,23830,,9.163347,10,0
2017_legi_t1,2017,72146,3200,27470,,6.275852,56,3.712089
2017_legi_t1,2017,72147,1285,26700,,5.080129,24,0
2017_legi_t1,2017,72148,80,,,7.142857,5,0
2017_legi_t1,2017,72149,597,25210,,5.721393,24,0
2017_legi_t1,2017,72150,1275,27340,,6.075334,36,0
2017_legi_t1,2017,72151,1142,25320,,6.033376,21,0
2017_legi_t1,2017,72152,412,26330,,7.806691,5,0
2017_legi_t1,2017,72153,552,22820,,8.934931,15,0
2017_legi_t1,2017,72154,15081,24300,16,11.713396,555,4.244737
2017_legi_t1,2017,72155,4260,27340,,6.036932,80,2.488317
2017_legi_t1,2017,72156,920,25110,,5.565476,14,0
2017_legi_t1,2017,72157,695,28000,,5.104408,7,0
2017_legi_t1,2017,72158,817,24280,,10.766046,19,0
2017_legi_t1,2017,72160,585,25400,,9.893048,13,0
2017_legi_t1,2017,72161,938,24260,,8.333333,16,0
2017_legi_t1,2017,72163,484,25590,,9.967846,9,0
2017_legi_t1,2017,72164,65,,,13.953488,1,0
2017_legi_t1,2017,72165,1937,26120,,6.599293,19,0
2017_legi_t1,2017,72166,295,25470,,3.636364,10,0
2017_legi_t1,2017,72167,703,25990,,6.32249,20,0
2017_legi_t1,2017,72168,2100,23680,,8.118202,74,0
2017_legi_t1,2017,72169,1496,27340,,5.215043,30,0
2017_legi_t1,2017,72170,175,22920,,7.619048,8,0
2017_legi_t1,2017,72171,104,,,11.290323,4,0
2017_legi_t1,2017,72172,1454,24680,,6.200673,30,0
2017_legi_t1,2017,72173,1233,25610,,7.799443,42,0
2017_legi_t1,2017,72174,105,,,12.5,7,0
2017_legi_t1,2017,72175,1524,24070,,8.034896,48,0
2017_legi_t1,2017,72176,4016,22820,17,11.137652,157,1.634561
2017_legi_t1,2017,72177,336,25040,,9.82906,8,0
2017_legi_t1,2017,72178,197,22890,,13.274336,7,0
2017_legi_t1,2017,72179,1881,22980,,7.420831,40,0
2017_legi_t1,2017,72180,5080,21870,23,14.241164,199,
2017_legi_t1,2017,72181,145182,23610,22.9,13.875636,4806,2.268078
2017_legi_t1,2017,72182,1550,24440,,8.159708,36,3.464203
2017_legi_t1,2017,72183,1063,23230,,9.733587,34,0
2017_legi_t1,2017,72184,346,26440,,7.438017,21,0
2017_legi_t1,2017,72185,658,24610,,8.312958,8,0
2017_legi_t1,2017,72186,879,24910,,7.169811,32,0
2017_legi_t1,2017,72187,1618,24200,,7.305497,22,0
2017_legi_t1,2017,72188,159,26270,,5.376344,3,0
2017_legi_t1,2017,72189,2038,22490,,8.855546,80,0
2017_legi_t1,2017,72190,287,26770,,4.761905,9,0
2017_legi_t1,2017,72191,3186,24330,,10.720667,67,0
2017_legi_t1,2017,72192,105,24730,,8.695652,2,0
2017_legi_t1,2017,72193,446,25940,,6.276151,14,0
2017_legi_t1,2017,72194,272,23940,,9.770115,7,0
2017_legi_t1,2017,72195,1853,25110,,8.886972,27,0
2017_legi_t1,2017,72196,735,24280,,9.601599,13,0
2017_legi_t1,2017,72197,679,25340,,7.226107,11,0
2017_legi_t1,2017,72198,2631,29340,,7.159905,65,0
2017_legi_t1,2017,72199,266,26090,,8.484848,14,0
2017_legi_t1,2017,72200,3699,26990,,7.502168,79,
2017_legi_t1,2017,72201,234,23150,,13.690476,5,0
2017_legi_t1,2017,72202,207,23580,,6.666667,7,0
2017_legi_t1,2017,72204,517,25280,,9.259259,21,0
2017_legi_t1,2017,72205,1833,25750,,7.259523,33,0
2017_legi_t1,2017,72208,369,25160,,8.32686,28,0
2017_legi_t1,2017,72209,313,23670,,11.052632,8,0
2017_legi_t1,2017,72210,299,24850,,10.471877,8,0
2017_legi_t1,2017,72211,633,22740,,9.550562,22,0
2017_legi_t1,2017,72212,697,23920,,9.803922,15,0
2017_legi_t1,2017,72213,5299,25520,,8.277113,112,2.037944
2017_legi_t1,2017,72214,12,,,0,1,0
2017_legi_t1,2017,72215,1023,24270,,9.015581,22,0
2017_legi_t1,2017,72216,593,24970,,6.498254,12,0
2017_legi_t1,2017,72217,2463,29610,,4.76682,70,0
2017_legi_t1,2017,72218,302,25420,,9.89011,5,0
2017_legi_t1,2017,72219,768,26080,,6.881523,29,0
2017_legi_t1,2017,72220,876,24550,,7.203491,12,0
2017_legi_t1,2017,72221,361,23270,,7.586967,7,0
2017_legi_t1,2017,72222,255,24770,,8.87574,7,0
2017_legi_t1,2017,72223,2585,24530,,8.138759,78,0
2017_legi_t1,2017,72224,529,25250,,9.090909,6,0
2017_legi_t1,2017,72225,671,24730,,10.10101,16,0
2017_legi_t1,2017,72226,1325,25420,,8.470367,22,0
2017_legi_t1,2017,72227,33,,,7.142857,4,0
2017_legi_t1,2017,72228,1998,25950,,6.449224,45,2.364066
2017_legi_t1,2017,72229,449,22340,,11.286335,8,0
2017_legi_t1,2017,72230,1038,27060,,7.956778,16,0
2017_legi_t1,2017,72231,5367,26780,,6.207548,101,0
2017_legi_t1,2017,72232,707,26150,,5.050505,5,0
2017_legi_t1,2017,72233,71,,,11.111111,1,0
2017_legi_t1,2017,72234,346,24520,,10.087719,7,0
2017_legi_t1,2017,72235,373,23660,,12.5,17,0
2017_legi_t1,2017,72236,191,29700,,6.666667,5,0
2017_legi_t1,2017,72237,505,25230,,7.266587,7,0
2017_legi_t1,2017,72238,74,,,0,1,0
2017_legi_t1,2017,72239,597,26150,,8.772859,20,0
2017_legi_t1,2017,72241,2928,25880,,6.843245,87,6.241332
2017_legi_t1,2017,72243,1614,24430,,9.928479,34,0
2017_legi_t1,2017,72244,2900,25340,,5.743973,53,0
2017_legi_t1,2017,72245,669,24390,,9.606211,7,0
2017_legi_t1,2017,72246,193,25310,,5.035971,3,0
2017_legi_t1,2017,72247,1333,29410,,5.044843,27,0
2017_legi_t1,2017,72248,808,24110,,8.951105,16,0
2017_legi_t1,2017,72249,805,26710,,4.74452,13,0
2017_legi_t1,2017,72250,160,26740,,6.185567,7,0
2017_legi_t1,2017,72251,390,25670,,10.833809,8,0
2017_legi_t1,2017,72252,1108,24300,,9.24907,28,0
2017_legi_t1,2017,72253,2546,27540,,5.881305,74,0
2017_legi_t1,2017,72254,263,25030,,12.359551,9,0
2017_legi_t1,2017,72255,791,23740,,7.073022,16,0
2017_legi_t1,2017,72256,808,23950,,7.337526,20,0
2017_legi_t1,2017,72257,2352,32460,,5.316436,72,10.582011
2017_legi_t1,2017,72259,270,25880,,6.930693,14,0
2017_legi_t1,2017,72260,3492,27920,,6.724811,181,3.5673
2017_legi_t1,2017,72261,301,27010,,8.138296,9,0
2017_legi_t1,2017,72262,2052,24130,,8.390121,70,0
2017_legi_t1,2017,72264,12194,21680,23,14.869569,441,3.764506
2017_legi_t1,2017,72265,246,22280,,11.242604,9,0
2017_legi_t1,2017,72266,764,25590,,6.944316,14,0
2017_legi_t1,2017,72267,916,25670,,6.367903,18,0
2017_legi_t1,2017,72268,709,24930,,10.828735,3,0
2017_legi_t1,2017,72269,2969,23240,,11.242005,129,0
2017_legi_t1,2017,72270,185,26880,,9.090909,4,0
2017_legi_t1,2017,72271,881,24600,,7.814741,10,0
2017_legi_t1,2017,72272,326,24680,,4.636557,5,0
2017_legi_t1,2017,72273,231,24640,,15.714286,4,0
2017_legi_t1,2017,72274,214,25500,,5.384615,8,0
2017_legi_t1,2017,72275,1517,27190,,4.678363,24,0
2017_legi_t1,2017,72276,1884,24020,,8.787882,47,0
2017_legi_t1,2017,72277,113,26450,,4.347826,1,0
2017_legi_t1,2017,72278,750,23170,,8.114777,24,0
2017_legi_t1,2017,72279,171,23220,,2.970297,5,0
2017_legi_t1,2017,72280,2228,28730,,4.977938,24,0
2017_legi_t1,2017,72281,450,24510,,8.487085,10,0
2017_legi_t1,2017,72282,519,22970,,13.355049,17,0
2017_legi_t1,2017,72283,346,22590,,11.372028,16,0
2017_legi_t1,2017,72284,,,,,,
2017_legi_t1,2017,72286,392,26070,,6.669147,5,0
2017_legi_t1,2017,72287,,,,6.008182,,
2017_legi_t1,2017,72289,1964,25660,,7.76334,52,0
2017_legi_t1,2017,72290,1810,25430,,5.247543,23,0
2017_legi_t1,2017,72291,955,23600,,9.638554,20,0
2017_legi_t1,2017,72292,225,27420,,7.142857,4,0
2017_legi_t1,2017,72293,612,25970,,8.811929,5,0
2017_legi_t1,2017,72294,474,24870,,10.476354,24,0
2017_legi_t1,2017,72295,511,26210,,5.351171,15,0
2017_legi_t1,2017,72296,741,25700,,7.522985,9,0
2017_legi_t1,2017,72297,536,25440,,8.206687,8,0
2017_legi_t1,2017,72298,,,,9.635376,,
2017_legi_t1,2017,72299,2471,25350,,7.859079,33,2.828035
2017_legi_t1,2017,72300,2712,26070,,8.168572,63,0
2017_legi_t1,2017,72302,172,26460,,8.333333,3,0
2017_legi_t1,2017,72303,740,23830,,9.067996,17,0
2017_legi_t1,2017,72304,,,,,,
2017_legi_t1,2017,72305,914,24310,,10.1473,21,0
2017_legi_t1,2017,72306,1325,26370,,6.697589,18,0
2017_legi_t1,2017,72307,238,26650,,12.94964,3,0
2017_legi_t1,2017,72308,2090,26480,,6.965942,41,
2017_legi_t1,2017,72309,276,24040,,9.825313,4,0
2017_legi_t1,2017,72310,2002,31410,,4.293485,67,0
2017_legi_t1,2017,72311,339,22090,,14.60177,6,0
2017_legi_t1,2017,72312,225,24380,,7.462687,7,0
2017_legi_t1,2017,72313,212,26140,,2.985075,2,0
2017_legi_t1,2017,72314,363,24020,,6.407823,11,0
2017_legi_t1,2017,72315,832,24430,,10.238799,15,0
2017_legi_t1,2017,72316,705,24150,,7.092199,17,0
2017_legi_t1,2017,72317,498,24670,,9.235669,14,0
2017_legi_t1,2017,72319,729,26210,,8.445422,13,0
2017_legi_t1,2017,72320,2773,30250,,5.757122,175,0
2017_legi_t1,2017,72321,499,25700,,7.946004,10,0
2017_legi_t1,2017,72322,223,27490,,9.701493,10,0
2017_legi_t1,2017,72323,438,25640,,7.191781,12,0
2017_legi_t1,2017,72324,503,23910,,12.539185,9,0
2017_legi_t1,2017,72325,822,24010,,5.450733,24,0
2017_legi_t1,2017,72326,218,25620,,8.955224,6,0
2017_legi_t1,2017,72327,268,25540,,8.196721,8,0
2017_legi_t1,2017,72328,3865,29840,,5.671506,126,5.641206
2017_legi_t1,2017,72329,4042,27980,,5.317406,98,0
2017_legi_t1,2017,72330,447,22110,,8.029197,14,0
2017_legi_t1,2017,72331,584,24650,,9.038509,11,0
2017_legi_t1,2017,72332,599,24390,,5.277191,16,0
2017_legi_t1,2017,72333,432,23250,,9.469697,7,0
2017_legi_t1,2017,72334,2192,22320,,12.416107,112,0
2017_legi_t1,2017,72335,1080,26890,,6.320661,23,0
2017_legi_t1,2017,72336,1229,27470,,5.30688,108,0
2017_legi_t1,2017,72337,832,23240,,8.687616,18,0
2017_legi_t1,2017,72338,822,27320,,6.858004,8,0
2017_legi_t1,2017,72339,646,27920,,7.522124,8,0
2017_legi_t1,2017,72340,1237,26330,,6.447368,13,0
2017_legi_t1,2017,72341,604,27150,,6.004199,18,0
2017_legi_t1,2017,72342,160,29690,,5.555556,6,0
2017_legi_t1,2017,72343,606,24430,,4.901961,16,0
2017_legi_t1,2017,72344,2821,28110,,5.430017,74,0
2017_legi_t1,2017,72345,339,26670,,6.603774,3,0
2017_legi_t1,2017,72346,4628,25460,,6.935737,111,2.408056
2017_legi_t1,2017,72347,289,26050,,7.780823,8,0
2017_legi_t1,2017,72348,132,23990,,11.494253,2,0
2017_legi_t1,2017,72349,521,25830,,7.142857,9,0
2017_legi_t1,2017,72350,3043,26590,,7.234479,69,2.626443
2017_legi_t1,2017,72351,1017,25010,,8.081134,34,0
2017_legi_t1,2017,72352,143,23270,,1.176471,3,0
2017_legi_t1,2017,72353,215,27360,,5.263158,5,0
2017_legi_t1,2017,72354,165,24670,,10.204082,9,0
2017_legi_t1,2017,72355,119,,,4,1,0
2017_legi_t1,2017,72356,398,23360,,6.866362,9,0
2017_legi_t1,2017,72357,741,24570,,6.897555,23,0
2017_legi_t1,2017,72358,1653,24170,,7.127217,43,0
2017_legi_t1,2017,72359,1412,26270,,7.542896,20,0
2017_legi_t1,2017,72360,1639,30000,,5.771365,42,0
2017_legi_t1,2017,72361,510,23770,,9.160305,15,0
2017_legi_t1,2017,72362,169,26470,,5.555556,3,0
2017_legi_t1,2017,72363,1669,24560,,10.609244,53,0
2017_legi_t1,2017,72364,1383,24520,,12.943872,42,0
2017_legi_t1,2017,72366,304,25300,,3.553299,13,0
2017_legi_t1,2017,72367,778,24250,,8.658009,13,0
2017_legi_t1,2017,72368,287,25010,,7.575758,9,0
2017_legi_t1,2017,72369,586,24500,,6.650246,15,0
2017_legi_t1,2017,72370,339,22820,,12.257007,8,0
2017_legi_t1,2017,72372,77,,,6.666667,3,0
2017_legi_t1,2017,72373,2508,24840,,8.875922,101,2.228469
2017_legi_t1,2017,72374,137,24310,,6.329114,4,0
2017_legi_t1,2017,72375,517,26050,,5.367232,16,0
2017_legi_t1,2017,72376,651,26210,,5.707763,19,0
2017_legi_t1,2017,72377,1035,25490,,6.677524,37,0
2017_legi_t1,2017,72378,1383,26070,,7.157464,33,0
2017_legi_t1,2017,72379,203,24660,,8.527132,10,0
2017_legi_t1,2017,72380,899,26080,,7.216495,23,0
2017_legi_t1,2017,72381,1350,26260,,6.315597,33,0
2017_legi_t1,2017,72382,1526,25580,,7.208872,30,0
2017_legi_t1,2017,72383,131,27000,,6.097561,2,0
2017_legi_t1,2017,72385,1734,25590,,7.36456,23,0
2017_legi_t1,2017,72386,4187,29910,,5.937616,92,3.759399
2017_legi_t1,2017,85001,2808,25770,,12.595405,165,2.776027
2017_legi_t1,2017,85002,2207,26180,,8.823165,66,0
2017_legi_t1,2017,85003,10218,26220,7,8.070662,392,3.634224
2017_legi_t1,2017,85004,2966,25740,,12.639599,76,
2017_legi_t1,2017,85005,1035,25310,,6.611652,47,0
2017_legi_t1,2017,85006,2028,24780,,10.865621,55,0
2017_legi_t1,2017,85008,7129,26810,7,7.277981,164,5.33379
2017_legi_t1,2017,85009,1118,24350,,8.266171,17,0
2017_legi_t1,2017,85010,1408,25080,,11.023622,36,0
2017_legi_t1,2017,85011,1790,27310,,10.088449,58,0
2017_legi_t1,2017,85012,2356,25590,,9.808811,112,1.450722
2017_legi_t1,2017,85013,1551,26070,,5.606407,26,0
2017_legi_t1,2017,85014,1161,24160,,6.587073,29,0
2017_legi_t1,2017,85015,1654,26120,,6.491104,35,0
2017_legi_t1,2017,85016,2366,26040,,8.56787,66,0
2017_legi_t1,2017,85017,2406,25700,,6.042024,58,0
2017_legi_t1,2017,85018,3955,24610,,9.717599,149,2.059263
2017_legi_t1,2017,85019,6239,26810,,6.295944,193,6.821461
2017_legi_t1,2017,85020,4059,26570,,6.555952,91,0
2017_legi_t1,2017,85021,,,,5.872235,,
2017_legi_t1,2017,85022,1320,25030,,10.930576,28,0
2017_legi_t1,2017,85023,449,25070,,9.44388,12,0
2017_legi_t1,2017,85024,2215,25020,,7.631579,39,0
2017_legi_t1,2017,85025,2295,25770,,7.097379,70,0
2017_legi_t1,2017,85026,1465,24990,,9.090909,53,0
2017_legi_t1,2017,85027,,,,,,
2017_legi_t1,2017,85028,595,26280,,9.631728,11,0
2017_legi_t1,2017,85029,2169,24540,,6.130499,138,2.664419
2017_legi_t1,2017,85031,3170,24570,,6.047562,83,0
2017_legi_t1,2017,85033,717,23840,,10.121849,16,0
2017_legi_t1,2017,85034,3471,25500,,6.600253,105,0
2017_legi_t1,2017,85035,5139,28160,,10.5202,204,0.634345
2017_legi_t1,2017,85036,587,24790,,10.644258,12,0
2017_legi_t1,2017,85037,,,,,,
2017_legi_t1,2017,85038,2916,26670,,5.389649,62,0
2017_legi_t1,2017,85039,4015,25600,,5.698133,70,0
2017_legi_t1,2017,85040,1100,23790,,8.492455,21,0
2017_legi_t1,2017,85041,,,,,,
2017_legi_t1,2017,85042,1909,24010,,9.284622,54,4.248822
2017_legi_t1,2017,85045,1103,25210,,9.482422,29,0
2017_legi_t1,2017,85046,3883,26420,,6.113682,125,2.197622
2017_legi_t1,2017,85047,22890,25830,10.4,10.862499,1078,3.075293
2017_legi_t1,2017,85048,,,,,,
2017_legi_t1,2017,85049,1816,24330,,11.84466,33,0
2017_legi_t1,2017,85050,2041,23860,,10.483871,32,0
2017_legi_t1,2017,85051,8518,24630,11,8.618982,346,3.067707
2017_legi_t1,2017,85053,,,,,,
2017_legi_t1,2017,85054,1083,23930,,8.181818,14,0
2017_legi_t1,2017,85055,1108,25210,,7.337737,10,0
2017_legi_t1,2017,85056,394,24440,,7.480501,11,0
2017_legi_t1,2017,85058,792,27120,,6.112096,20,0
2017_legi_t1,2017,85059,2590,22720,,11.733035,124,0
2017_legi_t1,2017,85060,,,,,,
2017_legi_t1,2017,85061,1550,25950,,5.181284,23,0
2017_legi_t1,2017,85062,1144,24560,,9.027756,27,0
2017_legi_t1,2017,85064,2559,25850,,5.161882,71,0
2017_legi_t1,2017,85065,3648,25150,,6.67058,104,0
2017_legi_t1,2017,85066,847,24180,,5.59312,10,0
2017_legi_t1,2017,85067,1002,25610,,7.011686,46,0
2017_legi_t1,2017,85070,3416,25180,,12.725287,116,0
2017_legi_t1,2017,85071,3708,24800,,9.664497,83,0
2017_legi_t1,2017,85072,1047,24870,,5.769231,21,0
2017_legi_t1,2017,85073,1025,25320,,5.881474,26,0
2017_legi_t1,2017,85074,229,24260,,13.333092,3,0
2017_legi_t1,2017,85076,5659,27940,,5.666503,144,0
2017_legi_t1,2017,85077,492,23010,,18.613139,8,0
2017_legi_t1,2017,85078,731,24460,,9.693506,24,0
2017_legi_t1,2017,85080,1757,25000,,9.190471,36,0
2017_legi_t1,2017,85081,4535,27360,,6.360043,163,0
2017_legi_t1,2017,85082,2984,25420,,6.641969,95,0
2017_legi_t1,2017,85083,1643,24800,,8.343231,66,0
2017_legi_t1,2017,85084,6835,25780,7,6.104119,377,2.355455
2017_legi_t1,2017,85086,1704,24630,,7.69235,42,0
2017_legi_t1,2017,85087,205,20510,,10.169492,5,0
2017_legi_t1,2017,85088,4978,28060,,7.514231,78,0
2017_legi_t1,2017,85089,5411,26360,,6.905307,132,0
2017_legi_t1,2017,85090,6401,24910,,6.755651,194,0.576227
2017_legi_t1,2017,85092,13806,24230,17,13.433787,674,3.352177
2017_legi_t1,2017,85093,1242,25140,,6.90571,28,0
2017_legi_t1,2017,85094,1176,24430,,10.363807,41,0
2017_legi_t1,2017,85095,2128,24400,,7,44,0
2017_legi_t1,2017,85096,5413,25600,,8.372619,161,1.528084
2017_legi_t1,2017,85097,3223,25760,,6.165191,78,0
2017_legi_t1,2017,85098,1963,26660,,5.941321,29,1.964957
2017_legi_t1,2017,85099,1144,25220,,8.134056,15,0
2017_legi_t1,2017,85100,2216,27060,,7.808578,62,0
2017_legi_t1,2017,85101,484,24470,,11.375606,8,0
2017_legi_t1,2017,85102,725,23410,,13.52146,6,0
2017_legi_t1,2017,85103,2216,25540,,10.313901,39,0
2017_legi_t1,2017,85104,910,25290,,10.420024,26,0
2017_legi_t1,2017,85105,516,22680,,9.899649,9,0
2017_legi_t1,2017,85106,1335,26470,,9.162602,111,0
2017_legi_t1,2017,85107,,,,,,
2017_legi_t1,2017,85108,3437,26870,,6.892301,87,0
2017_legi_t1,2017,85109,16589,26010,8,8.192895,837,1.240203
2017_legi_t1,2017,85110,903,23270,,8.884636,27,0
2017_legi_t1,2017,85111,1505,23570,,10.702948,34,0
2017_legi_t1,2017,85112,2805,26850,,9.085511,80,0
2017_legi_t1,2017,85113,4887,26500,,10.474168,308,0
2017_legi_t1,2017,85114,3046,28440,,10.301219,146,1.092658
2017_legi_t1,2017,85115,647,24390,,8.469945,21,0
2017_legi_t1,2017,85116,483,25200,,11.574928,15,0
2017_legi_t1,2017,85117,601,25300,,9.214092,17,0
2017_legi_t1,2017,85118,2285,27090,,6.894257,44,0
2017_legi_t1,2017,85119,2572,26170,,5.906007,68,0
2017_legi_t1,2017,85120,1512,25400,,9.848485,36,0
2017_legi_t1,2017,85121,1050,23070,,10.296412,25,0
2017_legi_t1,2017,85123,296,24930,,8.982036,4,0
2017_legi_t1,2017,85125,383,23820,,6.666667,10,0
2017_legi_t1,2017,85126,1360,26360,,6.947891,27,0
2017_legi_t1,2017,85127,2442,27200,,10.353293,118,0
2017_legi_t1,2017,85128,9450,24440,15,13.147264,424,4.113019
2017_legi_t1,2017,85129,3671,25760,,7.475222,88,0
2017_legi_t1,2017,85130,1754,25090,,10.596708,47,0
2017_legi_t1,2017,85131,1461,25220,,8.640501,26,0
2017_legi_t1,2017,85132,757,24960,,11.42309,21,0
2017_legi_t1,2017,85133,895,24100,,10.415759,48,0
2017_legi_t1,2017,85134,240,26070,,7.072963,3,0
2017_legi_t1,2017,85135,2773,24760,,9.936779,99,2.053156
2017_legi_t1,2017,85136,124,21910,,18.644068,2,0
2017_legi_t1,2017,85137,526,25830,,7.534247,11,0
2017_legi_t1,2017,85138,1199,25350,,9.339926,14,0
2017_legi_t1,2017,85139,457,24130,,11.721606,13,0
2017_legi_t1,2017,85140,1489,25100,,5.869565,37,0
2017_legi_t1,2017,85141,681,23850,,9.711286,13,0
2017_legi_t1,2017,85142,1010,25460,,6.918239,16,0
2017_legi_t1,2017,85143,1073,24070,,10.144928,28,0
2017_legi_t1,2017,85144,1560,25940,,5.848994,26,0
2017_legi_t1,2017,85145,989,23520,,7.0244,20,0
2017_legi_t1,2017,85146,20754,27250,6.4,6.512938,908,1.500876
2017_legi_t1,2017,85147,1626,24750,,9.168242,31,0
2017_legi_t1,2017,85148,820,25470,,8.163265,11,0
2017_legi_t1,2017,85149,408,22620,,10.629921,10,0
2017_legi_t1,2017,85151,6065,26260,,6.782124,191,
2017_legi_t1,2017,85152,5451,25800,,9.495126,251,
2017_legi_t1,2017,85153,2986,24890,,5.366958,94,0
2017_legi_t1,2017,85154,1749,23830,,8.564189,52,0
2017_legi_t1,2017,85155,5209,28350,,5.341246,200,1.972482
2017_legi_t1,2017,85156,2341,24420,,9.641479,92,0
2017_legi_t1,2017,85157,823,25080,,7.311321,20,0
2017_legi_t1,2017,85158,1211,23570,,10.000978,22,0
2017_legi_t1,2017,85159,2372,24510,,9.340252,70,0
2017_legi_t1,2017,85160,3056,26570,,6.823285,78,0
2017_legi_t1,2017,85161,2546,25880,,8.52969,61,0
2017_legi_t1,2017,85162,2054,25570,,6.738194,68,0
2017_legi_t1,2017,85163,4502,27310,,10.02004,413,0
2017_legi_t1,2017,85164,2293,26430,,8.839991,104,0
2017_legi_t1,2017,85166,,,,,,
2017_legi_t1,2017,85167,801,26970,,4.950495,9,0
2017_legi_t1,2017,85168,,,,,,
2017_legi_t1,2017,85169,1110,24140,,12.206573,32,0
2017_legi_t1,2017,85171,618,26390,,8.506383,15,0
2017_legi_t1,2017,85172,2210,25110,,8.940012,63,0
2017_legi_t1,2017,85174,684,24150,,8.903105,14,0
2017_legi_t1,2017,85175,678,25380,,6.544503,9,0
2017_legi_t1,2017,85176,1144,26740,,6.327419,23,
2017_legi_t1,2017,85177,1366,23420,,13.330451,28,0
2017_legi_t1,2017,85178,8637,26700,,6.545578,290,0
2017_legi_t1,2017,85179,1234,24740,,8.557845,30,0
2017_legi_t1,2017,85181,643,24220,,9.991319,10,0
2017_legi_t1,2017,85182,5641,24930,10,7.847264,235,0
2017_legi_t1,2017,85184,318,23590,,10.952442,7,0
2017_legi_t1,2017,85185,646,25000,,7.143949,12,0
2017_legi_t1,2017,85186,1018,26220,,5.714151,22,0
2017_legi_t1,2017,85187,861,25280,,5.988024,21,0
2017_legi_t1,2017,85188,1157,24990,,8.371158,23,0
2017_legi_t1,2017,85189,2179,26080,,8.881765,51,0
2017_legi_t1,2017,85190,3571,24980,,6.421866,99,1.645908
2017_legi_t1,2017,85191,54699,25090,15.6,12.29333,2633,3.420992
2017_legi_t1,2017,85192,980,25260,,6.293706,18,0
2017_legi_t1,2017,85193,664,23740,,9.144543,14,0
2017_legi_t1,2017,85194,48740,28010,9.2,10.693462,2168,1.473956
2017_legi_t1,2017,85196,1942,25960,,5.051828,34,0
2017_legi_t1,2017,85197,3833,26180,,6.252487,84,0
2017_legi_t1,2017,85198,1382,26230,,5.641519,27,0
2017_legi_t1,2017,85199,533,23810,,13.4375,12,0
