id_election,annee,type_election,code_commune,libelle_commune,code_departement,region,code_region,total_inscrits,total_votants,total_abstentions,total_blancs,total_nuls,total_exprimes,nb_bureaux,taux_participation_reel,taux_abstention_reel,famille_dominante,pct_voix_famille_dominante,pct_autre,pct_centre,pct_divers,pct_droite,pct_ecologie,pct_extreme_droite,pct_gauche,pct_gauche_radicale
2022_pres_t1,2022,pres,44094,Mauves-Sur-Loire,44,Pays de la Loire,52,2595,2120,475,33,6,2081,3,81.695568,18.304432,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44095,La Meilleraye-De-Bretagne,44,Pays de la Loire,52,978,784,194,13,6,765,1,80.163599,19.836401,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44096,Mésanger,44,Pays de la Loire,52,3566,2937,629,66,29,2842,4,82.361189,17.638811,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44097,Mesquer,44,Pays de la Loire,52,2305,1908,397,23,6,1879,2,82.776573,17.223427,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44098,Missillac,44,Pays de la Loire,52,3871,3053,818,56,26,2971,4,78.868509,21.131491,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44099,Moisdon-La-Rivière,44,Pays de la Loire,52,1458,1161,297,23,10,1128,1,79.62963,20.37037,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44100,Monnières,44,Pays de la Loire,52,1762,1466,296,31,3,1432,2,83.200908,16.799092,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44101,La Montagne,44,Pays de la Loire,52,4878,3758,1120,58,13,3687,5,77.03977,22.96023,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44102,Montbert,44,Pays de la Loire,52,2375,1934,441,34,15,1885,2,81.431579,18.568421,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44103,Montoir-De-Bretagne,44,Pays de la Loire,52,5076,3777,1299,64,32,3681,5,74.408983,25.591017,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44104,Montrelais,44,Pays de la Loire,52,640,514,126,7,4,503,1,80.3125,19.6875,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44105,Mouais,44,Pays de la Loire,52,236,195,41,1,3,191,1,82.627119,17.372881,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44106,Les Moutiers-En-Retz,44,Pays de la Loire,52,1656,1356,300,18,7,1331,2,81.884058,18.115942,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44107,Mouzeil,44,Pays de la Loire,52,1478,1136,342,20,2,1114,1,76.860622,23.139378,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44108,Mouzillon,44,Pays de la Loire,52,2157,1752,405,47,16,1689,2,81.223922,18.776078,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44109,Nantes,44,Pays de la Loire,52,196999,148738,48261,1796,548,146394,207,75.501906,24.498094,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44110,Nort-Sur-Erdre,44,Pays de la Loire,52,7135,5581,1554,83,41,5457,9,78.220042,21.779958,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44111,Notre-Dame-Des-Landes,44,Pays de la Loire,52,1730,1308,422,27,9,1272,2,75.606936,24.393064,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44112,Noyal-Sur-Brutz,44,Pays de la Loire,52,430,329,101,12,2,315,1,76.511628,23.488372,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44113,Nozay,44,Pays de la Loire,52,3056,2397,659,51,15,2331,3,78.435864,21.564136,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44114,Orvault,44,Pays de la Loire,52,20495,15693,4802,338,0,15355,24,76.569895,23.430105,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44115,Oudon,44,Pays de la Loire,52,3080,2464,616,35,16,2413,3,80,20,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44116,Paimboeuf,44,Pays de la Loire,52,1988,1502,486,31,9,1462,2,75.55332,24.44668,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44117,Le Pallet,44,Pays de la Loire,52,2533,2065,468,36,15,2014,3,81.523885,18.476115,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44118,Pannecé,44,Pays de la Loire,52,958,767,191,17,5,745,1,80.06263,19.93737,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44119,Paulx,44,Pays de la Loire,52,1382,1116,266,25,7,1084,2,80.752533,19.247467,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44120,Le Pellerin,44,Pays de la Loire,52,3932,3061,871,53,18,2990,4,77.848423,22.151577,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44121,Petit-Auverné,44,Pays de la Loire,52,322,236,86,2,2,232,1,73.291925,26.708075,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44122,Petit-Mars,44,Pays de la Loire,52,2905,2271,634,41,12,2218,3,78.175559,21.824441,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44123,Pierric,44,Pays de la Loire,52,741,563,178,9,2,552,1,75.978408,24.021592,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44124,Le Pin,44,Pays de la Loire,52,552,429,123,7,4,418,1,77.717391,22.282609,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44125,Piriac-Sur-Mer,44,Pays de la Loire,52,2600,2142,458,25,8,2109,3,82.384615,17.615385,autre,100,100,0,0,0,0,0,0,0
